Start	Stop	Strand	Number of Genes	Genes
2171430	2174821	+	2	Synpcc7942_2091, Synpcc7942_2092
2180457	2184076	+	5	Synpcc7942_2098, Synpcc7942_2099, Synpcc7942_2100, Synpcc7942_2101, Synpcc7942_2102
2184740	2188454	-	4	Synpcc7942_2104, Synpcc7942_2105, Synpcc7942_2106, Synpcc7942_2107
2197290	2199594	-	2	Synpcc7942_2116, gatA
2201698	2202509	-	2	Synpcc7942_2120, Synpcc7942_2121
2208154	2209150	+	2	Synpcc7942_2129, Synpcc7942_2130
2214773	2216287	-	2	Synpcc7942_2135, Synpcc7942_2136
2228529	2229910	-	2	Synpcc7942_2144, Synpcc7942_2145
2230009	2230726	+	2	Synpcc7942_2146, Synpcc7942_2147
2234141	2237643	-	2	Synpcc7942_2151, Synpcc7942_2152
2238501	2239176	-	2	Synpcc7942_2154, Synpcc7942_2155
2242713	2244536	+	2	Synpcc7942_2160, Synpcc7942_2161
2252961	2253778	+	2	Synpcc7942_2172, Synpcc7942_2173
2265698	2267534	-	2	Synpcc7942_2187, Synpcc7942_2188
2270973	2275545	-	4	Synpcc7942_2193, Synpcc7942_2194, Synpcc7942_2195, Synpcc7942_2196
2275683	2277930	+	2	Synpcc7942_2197, Synpcc7942_2198
2284391	2287735	-	6	rpmE, rpsI, rplM, truA, rplQ, Synpcc7942_2209
2288962	2290841	-	2	adk, secY
2290963	2293896	-	6	rplO, rpsE, rplR, rplF, rpsH, rplE
2293939	2298832	-	11	rplX, rplN, rpsQ, Synpcc7942_2224, rplP, rpsC, rplV, rpsS, rplB, rplW, rplD
2300183	2301372	+	2	Synpcc7942_2234, trmD
2301380	2303487	-	2	Synpcc7942_2236, Synpcc7942_2237
2307254	2309497	-	2	Synpcc7942_2242, Synpcc7942_2243
2309788	2310531	-	2	ribH, psbZ
2310738	2314958	+	2	Synpcc7942_2246, Synpcc7942_2247
2318335	2321980	-	2	Synpcc7942_2251, Synpcc7942_2252
2327013	2328848	+	2	avtA, rimM
2329449	2332541	-	3	Synpcc7942_2261, Synpcc7942_2262, hisS
2336072	2340126	-	5	Synpcc7942_2268, Synpcc7942_2269, Synpcc7942_2270, Synpcc7942_2271, Synpcc7942_2272
2353861	2355848	-	2	Synpcc7942_2284, Synpcc7942_2285
2358162	2361251	-	4	Synpcc7942_2288, Synpcc7942_2289, Synpcc7942_2290, Synpcc7942_2291
2361401	2366091	+	4	Synpcc7942_2292, Synpcc7942_2293, Synpcc7942_2294, Synpcc7942_2295
2369635	2370404	+	2	rpsO, Synpcc7942_2300
2374134	2375735	+	2	Synpcc7942_2306, Synpcc7942_2307
2388749	2389627	+	2	Synpcc7942_2318, Synpcc7942_2319
2389796	2390944	+	3	Synpcc7942_2320, Synpcc7942_2321, Synpcc7942_2322
2391109	2392340	+	2	Synpcc7942_2323, Synpcc7942_2324
2395924	2398414	-	2	Synpcc7942_2329, Synpcc7942_2330
2399962	2402874	-	2	Synpcc7942_2333, Synpcc7942_2334
2406813	2410133	+	3	Synpcc7942_2339, engA, Synpcc7942_2341
2424522	2426773	+	2	Synpcc7942_2358, Synpcc7942_2359
2426823	2428739	+	2	Synpcc7942_2360, Synpcc7942_2361
2429771	2430767	-	2	Synpcc7942_2363, Synpcc7942_2364
2433890	2438441	+	3	Synpcc7942_2368, Synpcc7942_2369, Synpcc7942_2370
2439287	2441373	-	2	Synpcc7942_2372, Synpcc7942_2373
2441447	2445167	+	4	Synpcc7942_2374, ddl, Synpcc7942_2376, Synpcc7942_2377
2445387	2447359	+	2	Synpcc7942_2378, Synpcc7942_2379
2451384	2457101	+	3	Synpcc7942_2384, Synpcc7942_2385, Synpcc7942_2386
2471379	2474101	-	4	Synpcc7942_2396, Synpcc7942_2397, Synpcc7942_2398, Synpcc7942_2399
2479051	2480938	+	2	Synpcc7942_2406, Synpcc7942_2407
2484439	2485527	-	2	Synpcc7942_2412, Synpcc7942_2413
2493978	2496775	-	2	Synpcc7942_2422, Synpcc7942_2423
2499798	2505955	-	4	Synpcc7942_2428, Synpcc7942_2429, Synpcc7942_2430, Synpcc7942_2431
2506121	2508805	+	4	Synpcc7942_2432, Synpcc7942_2433, ilvH, Synpcc7942_2435
2518698	2520541	-	2	Synpcc7942_2442, Synpcc7942_2443
2529369	2531958	-	3	Synpcc7942_2451, Synpcc7942_2452, Synpcc7942_2453
2533536	2535125	+	2	Synpcc7942_2455, Synpcc7942_2456
2542826	2545371	-	2	Synpcc7942_2462, Synpcc7942_2463
2552611	2554823	+	2	nusB, Synpcc7942_2472
2558588	2559874	-	2	Synpcc7942_2477, Synpcc7942_2478
2560946	2563068	-	2	Synpcc7942_2480, Synpcc7942_2481
2563111	2565164	-	2	Synpcc7942_2482, Synpcc7942_2483
2566135	2568305	-	2	Synpcc7942_2485, Synpcc7942_2486
2573355	2578371	-	6	Synpcc7942_2492, Synpcc7942_2493, Synpcc7942_2494, Synpcc7942_2495, Synpcc7942_2496, ndk
2578471	2581055	-	2	Synpcc7942_2498, Synpcc7942_2499
2586799	2587797	-	2	Synpcc7942_2506, Synpcc7942_2507
2588028	2589887	+	2	Synpcc7942_2508, Synpcc7942_2509
2590256	2592123	-	2	Synpcc7942_2511, Synpcc7942_2512
2597031	2599148	-	2	Synpcc7942_2517, glgA
2601979	2604026	-	2	Synpcc7942_2520, Synpcc7942_2521
2605009	2606702	+	2	Synpcc7942_2523, tig
2606782	2610427	+	4	Synpcc7942_2525, clpX, Synpcc7942_2527, Synpcc7942_2528
2619093	2620231	-	2	Synpcc7942_2536, clpP
2623378	2624868	-	3	Synpcc7942_2542, Synpcc7942_2543, Synpcc7942_2544
2632134	2636354	-	6	Synpcc7942_2552, Synpcc7942_2553, Synpcc7942_2554, Synpcc7942_2555, Synpcc7942_2556, Synpcc7942_2557
2645522	2647616	+	2	Synpcc7942_2566, Synpcc7942_2567
2647628	2650032	-	3	Synpcc7942_2568, Synpcc7942_2569, Synpcc7942_2570
2652516	2654102	-	2	Synpcc7942_2573, Synpcc7942_2574
2662169	2666709	-	4	murQ, Synpcc7942_2578, Synpcc7942_2579, Synpcc7942_2580
2667018	2668211	+	2	Synpcc7942_2581, Synpcc7942_2582
2668299	2669705	+	2	Synpcc7942_2583, Synpcc7942_2584
2670866	2672932	-	2	Synpcc7942_2587, Synpcc7942_2588
2674093	2675273	+	2	Synpcc7942_2590, Synpcc7942_2591
2676760	2678808	+	2	Synpcc7942_2594, Synpcc7942_2595
2678860	2680413	+	2	Synpcc7942_2596, Synpcc7942_2597
2680410	2681839	-	2	Synpcc7942_2598, Synpcc7942_2599
