Start	Stop	Strand	Number of Genes	Genes
2916474	2917736	-	2	CD630_25230, nadD
2923881	2925566	-	2	CD630_25310, CD630_25320
2925846	2928909	-	2	CD630_25330, CD630_25340
2929026	2931037	-	2	CD630_25350, CD630_25360
2938684	2945763	-	5	CD630_25420, CD630_25430, CD630_25440, bcsA, CD630_25460
2947831	2949573	-	2	CD630_25480, CD630_25490
2951238	2952101	-	2	CD630_25510, CD630_25520
2953472	2954699	-	2	tlpB, tlpA
2955473	2957692	-	2	CD630_25550, CD630_25560
2958036	2959617	-	3	CD630_25570, coaD, CD630_25590
2961814	2963826	-	2	CD630_25610, CD630_25620
2968663	2969426	+	2	CD630_25660, CD630_25670
2973716	2976740	-	2	CD630_25700, CD630_25710
2978625	2980835	-	3	thiN, rpe, CD630_25760
2981778	2986940	-	4	CD630_25780, CD630_25790, CD630_25800, rsmB
2987772	2992425	-	4	CD630_25830, fmt, def2, priA
2992700	2996535	-	5	coaBC, rpoZ, gmk, CD630_25890, dapF
3004481	3005843	-	2	CD630_25960, lspA
3009302	3011279	-	2	CD630_26010, CD630_26020
3016016	3017738	-	2	trpS, mtnN
3028140	3031620	-	6	CD630_26190, CD630_26200, CD630_26210, sepF, CD630_26230, CD630_26240
3033504	3035154	-	2	CD630_26260, CD630_26270
3039375	3043764	-	4	gpsA, CD630_26310, CD630_26320, CD630_26330
3043993	3045127	-	2	CD630_26340, CD630_26350
3046159	3049688	-	5	CD630_26370, CD630_26380, CD630_26390, nrdR, CD630_26410
3050657	3052249	-	2	sigE, spoIIGA
3055922	3058062	-	3	CD630_26480, CD630_26490, CD630_26500
3058332	3060706	-	2	murG, spoVE
3060758	3063100	-	2	murD, mraY
3064681	3067019	-	2	spoVD, CD630_26570
3067500	3069211	-	2	mraW, lgt
3069605	3072171	-	2	CD630_26600, CD630_26610
3079312	3081384	-	2	ptsG-A, ptsG-BC
3084984	3086933	-	2	CD630_26700, CD630_26710
3088817	3090591	+	2	appB, appC
3092064	3094572	+	3	thlA2, scoA, scoB
3103383	3106272	-	3	CD630_26840, CD630_26850, CD630_26860
3117864	3119019	-	2	CD630_26980, CD630_26990
3140562	3142474	-	2	galE, gtaB
3142666	3144967	-	2	CD630_27151, CD630_27160
3157359	3159378	-	2	CD630_27210, CD630_27220
3159561	3162414	-	3	CD630_27230, CD630_27240, CD630_27250
3164309	3165570	+	2	CD630_27270, CD630_27280
3165661	3166409	-	2	CD630_27290, CD630_27300
3169431	3172336	+	3	CD630_27330, CD630_27340, CD630_27341
3175193	3177245	-	2	CD630_27370, CD630_27380
3179565	3182376	-	2	hisS, hemZ
3182464	3185774	-	3	CD630_27420, dtd, relA
3185848	3190500	-	3	apt, recJ, CD630_27470
3190798	3192703	-	2	CD630_27480, CD630_27490
3193008	3193762	-	2	agrD, agrB
3197075	3201353	-	2	CD630_27530, CD630_27540
3205638	3209359	-	3	CD630_27580, CD630_27590, CD630_27600
3220874	3224044	-	3	CD630_27700, rkpK, tuaG
3224092	3232540	-	8	CD630_27730, CD630_27740, CD630_27750, CD630_27760, CD630_27770, CD630_27780, manC, pgm
3245004	3247576	-	2	cwp66, CD630_27900
3271729	3272442	-	2	CD630_28000, CD630_28010
3273776	3275298	-	2	CD630_28030, queA
3276742	3277846	-	2	ruvA, ruvC
3287001	3290518	-	2	CD630_28170, CD630_28180
3292794	3295135	-	3	CD630_28200, CD630_28210, CD630_28220
3298321	3299863	-	2	CD630_28260, CD630_28270
3327825	3329220	-	2	CD630_28460, CD630_28470
3333632	3336543	-	3	dltC, dltB, dltA
3339977	3341975	-	2	CD630_28570, CD630_28580
3344136	3345525	-	2	CD630_28600, CD630_28610
3351069	3353812	-	2	CD630_28660, CD630_28670
3357631	3360077	+	3	kdgT1, uxaA', uxaA
3362788	3366978	-	4	CD630_28740, fhuC, fhuG, fhuB
3368890	3371287	-	3	celC, celG, celF
3371364	3373010	-	2	celB, celA
3381114	3382865	-	3	CD630_28900, CD630_28910, CD630_28920
3383378	3385013	-	4	CD630_28930, CD630_28940, CD630_28941, CD630_28950
3385230	3395447	-	10	CD630_28960, CD630_28970, CD630_28980, CD630_28990, CD630_29000, CD630_29010, CD630_29020, CD630_29030, CD630_29040, CD630_29050
3399369	3404651	-	10	CD630_29090, CD630_29100, CD630_29101, CD630_29110, CD630_29120, CD630_29130, CD630_29140, CD630_29150, CD630_29160, CD630_29170
3404961	3410020	-	5	CD630_29190, CD630_29200, CD630_29210, CD630_29220, CD630_29230
3412606	3414543	-	2	CD630_29270, CD630_29280
3416249	3417044	-	2	CD630_29310, CD630_29320
3417584	3419520	-	4	CD630_29340, CD630_29341, CD630_29350, CD630_29360
3420498	3421507	-	3	CD630_29380, CD630_29390, CD630_29400
3421581	3422186	-	2	CD630_29410, CD630_29420
3422246	3424314	-	3	CD630_29430, CD630_29440, CD630_29450
3424817	3425207	-	2	CD630_29470, CD630_29471
3426490	3427436	+	2	CD630_29500, CD630_29510
3430420	3434242	-	3	atpD, atpB, atpA
3434359	3436224	-	3	atpF, atpC, atpE
3436276	3439008	-	3	atpK, atpI, CD630_29610
3448784	3450252	-	2	spoVFB, dpaA
3450328	3453436	-	3	CD630_29690, CD630_29700, bioY
3456942	3458712	-	3	CD630_29750, CD630_29760, CD630_29770
3458760	3465331	-	5	CD630_29780, CD630_29790, CD630_29800, CD630_29810, CD630_29820
3466606	3469268	-	2	CD630_29840, CD630_29850
3470471	3472177	-	2	CD630_29870, CD630_29880
3472491	3475766	-	4	ssuA2, ssuB2, ssuC2, CD630_29920
3476863	3479946	-	2	nrdF, nrdE
3481277	3483501	-	2	CD630_29970, CD630_29980
3501292	3505162	-	4	CD630_30130, CD630_30140, CD630_30150, CD630_30160
3511027	3513800	-	2	CD630_30230, CD630_30240
3516009	3519874	-	4	CD630_30270, CD630_30280, malY, CD630_30300
3524014	3525634	+	2	CD630_30340, CD630_30350
3529842	3533200	-	3	CD630_30380, CD630_30390, CD630_30400
3537679	3539467	-	2	CD630_30440, CD630_30450
3545897	3547590	-	2	CD630_30530, CD630_30540
3547742	3550402	-	2	CD630_30550, CD630_30560
3550720	3555767	-	5	CD630_30570, CD630_30580, CD630_30590, CD630_30600, CD630_30610
3563116	3567702	-	5	xynA, xynB, xynD, xynC, CD630_30710
3570276	3574004	-	3	CD630_30740, tagABC, tagK
3575870	3579291	-	4	bglA, CD630_30800, CD630_30810, CD630_30820
3588804	3591003	-	2	CD630_30880, CD630_30890
3598873	3601746	-	2	bglA, bglA
3605034	3607641	-	2	CD630_30990, CD630_31000
3608221	3611296	-	2	CD630_31010, CD630_31020
3611561	3614054	-	3	CD630_31030, CD630_31040, CD630_31050
3614324	3616535	+	2	CD630_31060, CD630_31070
3623232	3625850	-	2	CD630_31130, CD630_31140
3626875	3631070	-	3	bglA, bglF, bglG
3632465	3634109	-	2	CD630_31190, CD630_31200
3635482	3636645	-	2	CD630_31220, CD630_31230
3641770	3647746	-	4	CD630_31270, pgmB, CD630_31290, bglA
3649138	3651484	-	2	CD630_31320, CD630_31330
3651752	3654561	-	2	CD630_31340, CD630_31350
3655266	3658563	-	2	bglA, bglF
3660566	3661195	-	2	CD630_31390, CD630_31400
3672294	3680372	+	3	CD630_31480, CD630_31490, CD630_31500
3681078	3682361	-	3	CD630_31510, CD630_31520, CD630_31521
3684104	3686012	+	2	CD630_31550, CD630_31560
3691565	3694297	-	3	CD630_31600, CD630_31610, CD630_31620
3698796	3699790	+	2	CD630_31650, CD630_31660
3701007	3702331	+	2	CD630_31680, CD630_31690
3705412	3708924	-	3	gpmI, tpi, pgk
3713531	3717477	-	2	CD630_31770, CD630_31780
3720612	3724754	-	3	CD630_31810, CD630_31820, CD630_31830
3731812	3733914	-	3	CD630_31890, CD630_31900, CD630_31910
3745248	3748137	-	3	CD630_31990, CD630_32000, CD630_32010
3748555	3750353	-	2	CD630_32020, CD630_32030
3753581	3755429	-	2	CD630_32070, CD630_32080
3756339	3757489	+	2	CD630_32100, CD630_32110
3760302	3762614	-	2	CD630_32150, CD630_32160
3768145	3769132	-	2	CD630_32200, CD630_32201
3789848	3792615	-	4	prdF, CD630_32380, prdE, prdD
3792695	3793742	-	2	prdB, CD630_32430
3817984	3821191	-	4	phoU, pstB, pstA, pstC
3830686	3831434	-	2	CD630_32710, CD630_32720
3831640	3833822	+	2	feoA, feoB
3835104	3837645	-	4	CD630_32760, CD630_32770, CD630_32780, CD630_32790
3842259	3845541	-	2	pflD, pflE
3852139	3852826	-	2	CD630_32880, CD630_32890
3854197	3856112	-	3	CD630_32910, CD630_32920, CD630_32930
3857834	3859886	-	2	CD630_32960, CD630_32970
3863570	3866534	-	2	engB, lon
3866714	3867741	+	2	chrA, chrA'
3867812	3869665	-	2	clpX, clpP1
3871295	3873114	-	2	CD630_33070, rph
3878495	3880962	-	3	hydN1, hydA, hydN2
3881020	3881962	-	2	CD630_33151, fdhD
3890925	3892340	-	2	CD630_33260, CD630_33270
3892914	3893572	-	2	CD630_33280, CD630_33290
3895434	3896260	+	2	CD630_33320, CD630_33330
3896491	3897200	+	2	CD630_33331, CD630_33340
3897502	3904635	-	5	CD630_33350, CD630_33360, CD630_33370, CD630_33380, CD630_33390
3908146	3910292	-	3	CD630_33440, CD630_33450, CD630_33460
3910549	3912117	+	2	CD630_33470, CD630_33480
3915756	3916819	-	2	clpP2, CD630_33520
3926996	3929623	-	3	CD630_33620, CD630_33630, CD630_33640
3933977	3935442	-	2	CD630_33680, CD630_33681
3940387	3941403	-	3	CD630_33701, CD630_33710, CD630_33720
3942394	3945339	-	2	CD630_33722, mgtA
3945505	3946740	-	3	CD630_33740, CD630_33741, mgtC
3946878	3950060	-	2	CD630_33760, mgtA
3950845	3952771	-	2	CD630_33790, CD630_33800
3954969	3957795	-	2	CD630_33830, CD630_33840
3957913	3959152	-	3	CD630_33850, CD630_33860, CD630_33861
3959235	3960304	-	2	CD630_33870, CD630_33871
3961825	3967244	-	5	CD630_33890, CD630_33900, CD630_33910, CD630_33911, CD630_33920
3975732	3977121	-	2	whiA, CD630_33980
3977190	3980827	-	4	CD630_33990, CD630_34000, CD630_34010, murB
3983987	3988191	+	3	CD630_34050, CD630_34060, CD630_34070
3990341	3993087	-	2	hprK, uvrC
3993346	3998160	-	2	uvrA, uvrB
3999672	4001867	-	2	CD630_34140, CD630_34150
4001911	4003834	-	2	CD630_34160, CD630_34170
4010120	4027261	-	17	hemB, cobA + hemD, hemC, cbiK, cbiJ, cbiH, cbiG, cbiF, cbiT, cbiE, cbiD, cbiC, CD630_34310, cobD, cbiB, cobB, cobQ
4027622	4030677	-	4	cobC, cobS, cobU, cobT
4032551	4036512	-	4	CD630_34410, CD630_34420, CD630_34430, CD630_34440
4036609	4039876	-	3	CD630_34450, CD630_34460, CD630_34470
4047499	4048114	-	2	CD630_34532, CD630_34540
4052939	4054700	-	2	tkt', tkt
4054871	4058182	-	6	EndoA, CD630_34620, alr2, CD630_34640, CD630_34650, acpS
4058644	4063778	-	6	atpC, atpD, atpG, atpA, atpH, atpF
4064230	4065555	-	3	atpB, atpI, atpZ
4067519	4070868	-	5	upp, rpiB2, CD630_34810, CD630_34820, CD630_34830
4072105	4073864	-	2	hemK, CD630_34860
4083283	4084361	-	3	CD630_34920, CD630_34930, CD630_34940
4089055	4094720	-	4	prsA, mfd, pth, CD630_35030
4094810	4096655	-	2	CD630_35040, CD630_35050
4096751	4104991	-	7	CD630_35060, CD630_35070, CD630_35080, CD630_35090, CD630_35100, CD630_35110, CD630_35120
4118612	4122392	-	3	CD630_35250, CD630_35260, CD630_35270
4122829	4129333	-	6	CD630_35280, CD630_35290, CD630_35300, CD630_35310, phnM, phnL
4129374	4133231	-	5	phnK, phnJ, phnI, phnH, phnG
4133568	4136305	-	2	CD630_35390, metG
4136701	4137822	-	2	spmB, spmA
4137954	4139849	+	2	CD630_35430, CD630_35440
4140037	4142344	-	3	CD630_35450, CD630_35460, CD630_35470
4142422	4144939	-	3	CD630_35480, CD630_35490, tmk
4152690	4154713	-	2	lysS, greA
4155927	4157306	-	2	coaX, CD630_35560
4157490	4159428	-	2	CD630_35570, birA
4159743	4163135	-	2	ftsH2, tilS
4163318	4164569	-	2	CD630_35610, murI
4164771	4165966	-	2	CD630_35630, spoIIR
4166110	4167664	-	2	CD630_35650, ispE
4171832	4172500	-	2	CD630_35701, CD630_35710
4173501	4175687	-	3	CD630_35730, CD630_35740, CD630_35750
4180960	4183375	+	3	CD630_35810, CD630_35820, CD630_35830
4183531	4186763	-	2	CD630_35840, CD630_35850
4186846	4188508	-	2	CD630_35860, CD630_35870
4196973	4198758	-	2	carA, pyrF
4202741	4206264	-	3	CD630_35960, CD630_35970, luxS
4206546	4208409	-	2	CD630_35990, CD630_36000
4210403	4212218	-	2	CD630_36030, CD630_36040
4214741	4216408	-	2	CD630_36070, CD630_36080
4228641	4231425	-	2	CD630_36230, CD630_36240
4235490	4240744	-	5	dapA4, CD630_36280, CD630_36290, CD630_36300, CD630_36310
4243980	4245595	-	3	CD630_36350, CD630_36360, CD630_36361
4245655	4248024	-	2	CD630_36370, CD630_36380
4249366	4251103	-	2	CD630_36400, CD630_36410
4251168	4254524	-	3	CD630_36420, CD630_36430, CD630_36440
4258472	4261384	-	2	CD630_36500, CD630_36510
4263091	4265150	+	2	dnaD, dnaC
4268087	4273173	-	5	dnaB, rplI, CD630_36590, CD630_36600, CD630_36610
4273316	4274311	-	3	rpsR, ssb, rpsF
4275823	4276286	-	2	CD630_36650, CD630_36660
4279327	4282140	-	3	CD630_36700, spo0J, soj
4287415	4288937	-	3	CD630_36770, oxaA1, CD630_36781
