Start	Stop	Strand	Number of Genes	Genes
3479311	3482458	+	3	yheS, yheT, yheU
3484142	3486915	+	2	crp, yhfK
3488288	3489642	-	3	pabA, fic, yhfG
3492033	3494899	+	2	nirB, nirD
3495025	3497223	+	2	nirC, cysG
3497932	3500312	+	2	frlA, frlB
3500362	3501974	+	2	frlC, frlD
3502957	3508998	-	6	yhfS, yhfT, yhfU, php, yhfW, yhfX
3509082	3510366	-	2	yhfY, yhfZ
3510656	3513935	-	4	trpS, gph, rpe, dam
3517487	3520773	-	5	hofQ, hofP, hofO, hofN, hofM
3526691	3528674	+	3	yrfG, hslR, hslO
3532538	3534606	-	2	envZ, ompR
3538185	3540986	+	3	feoA, feoB, feoC
3546008	3550495	-	2	malQ, malP
3553855	3556101	-	2	rtcA, rtcB
3557870	3559475	-	2	glpR, glpG
3562157	3571525	-	5	glgP, glgA, glgC, glgX, glgB
3573744	3575615	-	2	gntU, gntK
3581506	3582203	+	2	insA, insB1
3585393	3588934	-	4	ugpQ, ugpC, ugpE, ugpA
3590747	3594426	-	4	livF, livG, livM, livH
3599051	3602266	-	3	ftsX, ftsE, ftsY
3602416	3603271	+	2	rsmD, yhhL
3611690	3617012	+	6	nikA, nikB, nikC, nikD, nikE, nikR
3617215	3621805	+	2	rhsB, yhhH
3623702	3628625	-	3	yhhJ, rbbA, yhiI
3640403	3643205	-	2	rsmJ, prlC
3646958	3648685	+	2	arsB, arsC
3657255	3661550	+	2	mdtE, mdtF
3683723	3693259	-	4	bcsC, bcsZ, bcsB, bcsA
3694481	3697916	+	3	bcsE, bcsF, bcsG
3699887	3703813	-	4	dppF, dppD, dppC, dppB
3711115	3712115	+	2	tag, yiaC
3718703	3720072	+	2	insJ, insK
3720351	3723341	-	2	glyS, glyQ
3730224	3732924	+	2	xylG, xylH
3740756	3742233	+	2	yiaK, yiaL
3742351	3748804	+	7	yiaM, yiaN, yiaO, lyxK, yiaQ, yiaR, yiaS
3750986	3752451	-	2	yiaV, yiaW
3756040	3759272	-	2	selB, selA
3760206	3765202	+	2	rhsA, yibA
3768266	3769767	-	2	yibH, yibI
3772447	3774182	+	2	mtlD, mtlR
3775422	3779040	+	3	lldP, lldR, lldD
3780665	3782151	-	2	gpsA, secB
3783283	3787083	+	3	gpmM, envC, yibQ
3788343	3790574	-	2	tdh, kbl
3792010	3796230	+	4	hldD, waaF, waaC, waaL
3796262	3798219	-	2	waaU, waaZ
3798290	3802160	-	4	waaY, waaJ, waaR, waaB
3802204	3806121	-	4	waaS, waaP, waaG, waaQ
3806563	3808327	+	2	waaA, coaD
3809273	3809697	-	2	rpmG, rpmB
3810754	3812410	+	2	dfp, dut
3820129	3825314	+	4	rpoZ, spoT, trmH, recG
3830242	3833952	-	2	yicI, yicJ
3845328	3848749	-	3	uhpC, uhpB, uhpA
3848825	3850807	-	2	ilvN, ilvB
3853137	3854330	-	3	yidF, yidG, yidH
3854934	3858139	-	2	yidJ, yidK
3869873	3873183	-	4	dgoD, dgoA, dgoK, dgoR
3875728	3881752	-	4	gyrB, recF, dnaN, dnaA
3882359	3884745	+	4	rpmH, rnpA, yidD, yidC
3889638	3891747	+	2	mdtL, yidZ
3891904	3893241	+	2	yieE, chrR
3896694	3900243	-	3	yieK, yieL, bglH
3900312	3903620	-	2	bglB, bglF
3904876	3906389	-	2	phoU, pstB
3906572	3908421	-	2	pstA, pstC
3913576	3916288	-	3	atpC, atpD, atpG
3916339	3918911	-	3	atpA, atpH, atpF
3919259	3920463	-	2	atpB, atpI
3926175	3929116	-	2	viaA, ravA
3931374	3935191	+	4	rbsD, rbsA, rbsC, rbsB
3935317	3937242	+	2	rbsK, rbsR
3937208	3939350	-	2	hsrA, yieP
3950224	3951436	+	2	ilvM, ilvE
3951501	3954898	+	2	ilvD, ilvA
3965939	3968100	+	2	wecA, wzzE
3968156	3978719	+	10	wecB, wecC, rffG, rffH, wecD, wecE, wzxE, wecF, wzyE, wecG
3984709	3988789	-	4	hemY, hemX, hemD, hemC
3992545	3995922	+	5	yifL, dapF, yigA, xerC, yigB
4000442	4001216	-	2	yigF, yigG
4007193	4009023	+	2	pldB, yigL
4016878	4019889	+	3	ubiE, yigP, ubiB
4019968	4021535	+	3	tatA, tatB, tatC
4025632	4028994	-	2	fadA, fadB
4029184	4033176	+	4	pepQ, yigZ, trkH, hemG
4038929	4040022	-	2	mobB, mobA
4040438	4042067	+	2	rdoA, dsbA
4051892	4054362	-	2	glnG, glnL
4058470	4060168	+	2	yihL, yihM
4068538	4071594	-	3	yihS, yihT, yihU
4071762	4073477	+	2	yihV, yihW
4073576	4076461	+	4	yihX, yihY, dtd, yiiD
4078322	4083845	-	4	fdhE, fdoI, fdoH, fdoG
4086130	4090846	-	4	frvR, frvX, frvB, frvA
4091147	4092295	-	2	rhaM, rhaD
4092746	4095471	-	2	rhaA, rhaB
4101625	4103693	-	2	cpxA, cpxR
4110990	4111744	+	2	yiiS, uspD
4113737	4116113	-	2	glpK, glpF
4118439	4120310	-	2	hslU, hslV
4126695	4130290	+	2	metB, metL
4135955	4140244	-	3	gldA, fsaB, ptsA
4140553	4141967	+	2	frwC, frwB
4142018	4145502	+	3	pflD, pflC, frwD
4153024	4154812	+	2	argC, argB
4159147	4160153	+	2	fabR, yijD
4161662	4164308	+	2	btuB, murI
4170080	4172070	+	2	murB, birA
4175381	4176311	+	2	secE, nusG
4176470	4177606	+	2	rplK, rplA
4188758	4194122	-	6	thiH, thiG, thiS, thiF, thiE, thiC
4194926	4197484	+	3	nudC, hemE, nfi
4198304	4199284	+	2	hupA, yjaH
4199949	4202668	+	2	zraS, zraR
4202665	4205555	-	2	purD, purH
4213501	4216436	+	2	aceB, aceA
4234285	4237753	+	3	yjbF, yjbG, yjbH
4240649	4243098	-	2	malG, malF
4250529	4251911	+	2	ubiC, ubiA
4255138	4257144	+	2	lexA, dinF
4258344	4259329	+	2	yjbL, yjbM
4268261	4269037	+	2	yjbQ, yjbR
4281276	4283236	-	2	actP, yjcH
4287268	4289455	+	3	nrfB, nrfC, nrfD
4289535	4292162	+	3	nrfE, nrfF, nrfG
4297587	4302426	-	4	mdtP, mdtO, mdtN, ytcA
4304893	4309003	-	4	alsK, alsE, alsC, alsA
4312367	4315918	-	5	phnP, phnO, phnN, phnM, phnL
4316029	4320445	-	6	phnK, phnJ, phnI, phnH, phnG, phnF
4321359	4323188	-	2	phnD, phnC
4325158	4328261	+	2	yjdA, yjcZ
4330204	4333613	-	3	basS, basR, eptA
4347338	4349685	-	2	dcuR, dcuS
4349866	4350380	+	2	yjdI, yjdJ
4350607	4351104	+	2	yjdK, yjdO
4360756	4363379	-	3	yjdC, dsbD, cutA
4377030	4380341	-	4	frdD, frdC, frdB, frdA
4383416	4384041	+	2	yjeN, yjeO
4384070	4388383	-	2	mscM, psd
4392089	4398225	+	5	nnr, tsaE, amiB, mutL, miaA
4400061	4402327	+	2	hflK, hflC
4404213	4407118	+	2	nsrR, rnr
4408156	4409274	+	2	yjfI, yjfJ
4409325	4412214	+	4	yjfK, yjfL, yjfM, yjfC
4418003	4422409	+	6	ulaA, ulaB, ulaC, ulaD, ulaE, ulaF
4423141	4424089	+	3	rpsF, priB, rpsR
4440405	4446258	+	3	tamA, tamB, ytfP
4446470	4447065	+	2	chpS, chpB
4449081	4452601	+	3	ytfR, ytfT, yjfF
4469009	4470556	-	3	pyrI, pyrB, pyrL
4479005	4482303	-	2	valS, holC
4484241	4486423	+	2	lptF, lptG
4490610	4492429	-	2	idnO, idnD
4496295	4497523	+	2	insC1, insD1
4502081	4504428	+	2	yjhB, yjhC
4508713	4512331	-	4	fecE, fecD, fecC, fecB
4514787	4516258	-	2	fecR, fecI
4520150	4523826	-	3	yjhG, yjhH, yjhI
4524129	4526003	-	3	sgcR, sgcE, sgcA
4526134	4529674	-	4	sgcQ, sgcC, sgcB, sgcX
4531262	4532076	-	2	yjhQ, yjhX
4535682	4537524	-	2	nanM, nanC
4541751	4543052	+	2	fimI, fimC
4543119	4547733	+	4	fimD, fimF, fimG, fimH
4556377	4558703	-	3	iadA, yjiG, yjiH
4561945	4563873	-	2	yjiL, yjiM
4574935	4577360	-	2	mcrC, mcrB
4578091	4581071	-	2	hsdS, hsdM
4585932	4587102	-	2	yjiA, yjiX
4598261	4599540	-	2	dnaC, dnaT
4599647	4600881	-	2	yjjB, yjjP
4601500	4602860	+	2	yjjQ, bglJ
4605826	4607346	+	3	holD, rimI, yjjG
4610434	4612283	+	2	yjjU, yjjV
4612703	4615088	-	2	yjjW, yjjI
4621124	4622812	-	2	lplA, ytjB
4623935	4626570	+	2	radA, nadR
4633544	4636143	+	3	creA, creB, creC
