Start	Stop	Strand	Number of Genes	Genes
3494878	3498343	-	5	Cbei_2992, Cbei_2993, Cbei_2994, Cbei_2995, Cbei_2996
3506314	3508249	-	2	Cbei_3004, Cbei_3005
3508416	3510721	-	3	Cbei_3006, Cbei_3007, Cbei_3008
3513233	3513977	-	2	Cbei_3010, Cbei_3011
3514299	3516574	-	2	Cbei_3012, Cbei_3013
3528894	3531046	+	2	Cbei_3023, Cbei_3024
3532869	3534766	+	2	Cbei_3027, Cbei_3028
3537935	3539091	-	2	Cbei_3033, Cbei_3034
3560796	3562887	-	2	Cbei_3052, Cbei_3053
3573564	3575713	+	2	Cbei_3063, Cbei_3064
3587405	3590267	-	2	Cbei_3075, Cbei_3076
3600014	3601427	-	3	Cbei_3084, Cbei_3085, Cbei_3086
3609864	3613405	-	2	Cbei_3093, Cbei_3094
3615065	3617744	-	3	Cbei_3096, Cbei_3097, Cbei_3098
3623926	3625862	-	2	Cbei_3101, Cbei_3102
3626437	3628659	-	2	Cbei_3103, Cbei_3104
3629055	3630797	-	2	Cbei_3105, Cbei_3106
3640071	3641198	+	2	Cbei_3112, Cbei_3113
3651390	3654916	-	3	Cbei_3121, Cbei_3122, Cbei_3123
3655027	3658740	-	4	Cbei_3124, deoD, Cbei_3126, Cbei_3127
3658816	3660036	-	2	Cbei_3128, Cbei_3129
3690755	3693657	-	3	Cbei_3157, Cbei_3158, Cbei_3159
3693758	3697188	-	2	Cbei_3160, Cbei_3161
3723713	3725016	-	2	Cbei_3187, Cbei_3188
3731550	3732570	-	2	Cbei_3198, Cbei_3199
3733269	3734931	-	2	Cbei_3200, Cbei_3201
3816673	3818886	-	2	Cbei_3277, Cbei_3278
3835117	3835903	-	2	Cbei_3293, Cbei_3294
3836854	3837439	-	2	Cbei_3296, Cbei_3297
3838812	3842469	-	2	Cbei_3299, Cbei_3300
3849778	3854074	-	3	Cbei_3307, Cbei_3308, Cbei_3309
3867037	3869063	-	2	Cbei_3321, Cbei_3322
3869131	3871368	-	3	Cbei_3323, Cbei_3324, Cbei_3325
3874383	3875941	-	2	Cbei_3328, Cbei_3329
3878376	3880259	-	2	Cbei_3331, Cbei_3332
3885590	3887360	-	4	Cbei_3338, Cbei_3339, Cbei_3340, Cbei_3341
3906105	3908227	-	2	Cbei_3358, Cbei_3359
3911521	3914015	+	2	Cbei_3363, Cbei_3364
3920232	3921686	-	2	Cbei_3370, Cbei_3371
3930072	3930937	-	2	Cbei_3378, Cbei_3379
3932335	3932970	-	2	Cbei_3381, Cbei_3382
3934868	3937957	-	4	Cbei_3384, Cbei_3385, Cbei_3386, Cbei_3387
3938128	3945249	-	8	Cbei_3388, Cbei_3389, Cbei_3390, Cbei_3391, Cbei_3392, Cbei_3393, Cbei_3394, Cbei_3395
3946233	3948245	-	3	Cbei_3397, Cbei_3398, Cbei_3399
3951312	3955266	+	3	Cbei_3403, Cbei_3404, Cbei_3405
3964848	3966226	-	2	Cbei_3413, Cbei_3414
3975888	3976733	-	2	Cbei_3427, Cbei_3428
3976816	3977776	-	2	Cbei_3429, Cbei_3430
3978732	3980293	-	2	Cbei_3432, Cbei_3433
3981655	3983410	-	2	Cbei_3435, Cbei_3436
3992441	3993755	-	2	Cbei_3446, Cbei_3447
3996771	3997833	+	2	Cbei_3450, Cbei_3451
3999601	4001600	-	2	Cbei_3453, Cbei_3454
4003101	4003778	-	2	Cbei_3456, Cbei_3457
4014936	4017138	-	2	Cbei_3469, Cbei_3470
4018805	4020672	-	2	Cbei_3472, Cbei_3473
4024048	4024702	-	2	Cbei_3478, Cbei_3479
4025107	4026210	-	2	Cbei_3480, Cbei_3481
4026662	4027351	-	2	Cbei_3482, Cbei_3483
4040936	4043803	-	3	Cbei_3498, Cbei_3499, Cbei_3500
4045454	4048895	+	2	Cbei_3502, Cbei_3503
4065119	4068303	-	2	Cbei_3518, Cbei_3519
4080046	4080618	+	2	Cbei_3530, Cbei_3531
4083789	4084686	-	2	Cbei_3535, Cbei_3536
4084846	4086463	-	2	Cbei_3537, Cbei_3538
4087572	4089240	-	2	Cbei_3540, Cbei_3541
4098470	4099104	+	2	Cbei_3549, Cbei_3550
4100633	4102826	-	3	Cbei_3552, Cbei_3553, Cbei_3554
4107261	4110108	-	3	Cbei_3558, Cbei_3559, Cbei_3560
4114283	4116765	-	3	Cbei_3564, Cbei_3565, Cbei_3566
4117694	4119548	-	2	Cbei_3568, Cbei_3569
4119774	4122092	-	2	Cbei_3570, Cbei_3571
4123771	4124694	+	2	Cbei_3573, Cbei_3574
4125457	4127311	-	2	Cbei_3575, Cbei_3576
4156646	4160115	+	3	Cbei_3608, Cbei_3609, Cbei_3610
4163300	4164870	-	2	Cbei_3615, Cbei_3616
4168422	4169814	-	2	Cbei_3621, Cbei_3622
4175487	4177222	-	3	Cbei_3626, Cbei_3627, Cbei_3628
4198598	4199667	-	2	Cbei_3648, Cbei_3649
4203584	4204579	-	2	Cbei_3653, Cbei_3654
4204854	4206759	-	2	Cbei_3655, Cbei_3656
4213487	4215979	-	3	Cbei_3662, Cbei_3663, Cbei_3664
4216281	4219575	-	4	Cbei_3665, Cbei_3666, Cbei_3667, Cbei_3668
4229636	4231301	-	2	Cbei_3674, Cbei_3675
4232500	4233830	+	2	Cbei_3678, Cbei_3679
4237692	4240713	-	3	Cbei_3684, Cbei_3685, Cbei_3686
4244005	4247011	-	3	Cbei_3690, Cbei_3691, Cbei_3692
4247703	4249230	-	2	Cbei_3693, Cbei_3694
4252609	4254629	+	2	Cbei_3698, Cbei_3699
4254824	4257185	-	2	Cbei_3700, Cbei_3701
4258477	4261184	+	3	Cbei_3702, Cbei_3703, Cbei_3704
4266909	4267978	-	2	Cbei_3709, Cbei_3710
4277682	4279040	-	2	Cbei_3719, Cbei_3720
4279406	4280294	+	2	Cbei_3721, Cbei_3722
4289789	4290935	-	2	Cbei_3731, Cbei_3732
4302172	4302931	+	2	Cbei_3743, Cbei_3744
4307295	4308150	-	2	Cbei_3751, Cbei_3752
4308216	4308826	-	2	Cbei_3753, Cbei_3754
4310230	4310908	-	2	Cbei_3756, Cbei_3757
4317406	4321260	-	4	Cbei_3760, Cbei_3761, Cbei_3762, Cbei_3763
4323577	4326581	-	2	Cbei_3765, Cbei_3766
4328136	4330461	-	2	Cbei_3769, Cbei_3770
4330682	4335602	-	3	Cbei_3771, Cbei_3772, Cbei_3773
4335981	4339688	-	4	Cbei_3774, Cbei_3775, Cbei_3776, Cbei_3777
4342428	4345794	-	2	Cbei_3780, Cbei_3781
4349253	4351206	-	2	Cbei_3785, Cbei_3786
4351520	4353026	+	2	Cbei_3787, Cbei_3788
4356132	4361155	-	7	Cbei_3791, Cbei_3792, Cbei_3793, Cbei_3794, Cbei_3795, Cbei_3796, Cbei_3797
4361577	4364113	-	3	Cbei_3798, Cbei_3799, Cbei_3800
4370101	4374310	-	5	Cbei_3805, Cbei_3806, Cbei_3807, Cbei_3808, Cbei_3809
4376176	4379558	-	4	Cbei_3811, Cbei_3812, Cbei_3813, Cbei_3814
4392211	4395058	-	3	Cbei_3825, Cbei_3826, Cbei_3827
4400524	4401843	+	2	Cbei_3833, Cbei_3834
4406708	4407381	-	2	Cbei_3840, Cbei_3841
4412307	4413994	-	2	Cbei_3848, Cbei_3849
4414121	4419908	-	4	Cbei_3850, Cbei_3851, Cbei_3852, Cbei_3853
4420137	4425158	-	3	Cbei_3854, Cbei_3855, Cbei_3856
4431780	4434789	+	2	Cbei_3861, Cbei_3862
4437983	4439821	+	2	Cbei_3866, Cbei_3867
4450461	4452095	-	2	Cbei_3871, Cbei_3872
4459569	4463116	-	3	Cbei_3878, Cbei_3879, Cbei_3880
4464655	4469456	-	4	Cbei_3882, Cbei_3883, Cbei_3884, Cbei_3885
4473183	4476154	-	3	Cbei_3889, Cbei_3890, Cbei_3891
4476759	4477617	+	2	Cbei_3892, Cbei_3893
4482048	4483686	-	2	Cbei_3899, Cbei_3900
4484127	4485767	-	2	Cbei_3901, Cbei_3902
4493435	4494495	-	2	Cbei_3913, Cbei_3914
4494974	4496602	+	2	Cbei_3915, Cbei_3916
4505162	4506189	-	2	Cbei_3924, Cbei_3925
4531530	4533669	-	2	Cbei_3953, Cbei_3954
4536455	4537448	+	2	Cbei_3959, Cbei_3960
4550539	4552550	-	2	Cbei_3966, Cbei_3967
4564450	4568257	-	4	Cbei_3977, Cbei_3978, Cbei_3979, Cbei_3980
4595101	4596099	+	2	Cbei_4001, Cbei_4002
4597100	4599374	-	2	Cbei_4004, Cbei_4005
4610932	4612877	-	2	Cbei_4015, Cbei_4016
4616032	4619012	-	3	Cbei_4018, Cbei_4019, Cbei_4020
4625108	4628059	+	3	Cbei_4025, Cbei_4026, Cbei_4027
4640399	4642227	-	2	Cbei_4038, Cbei_4039
4644157	4646693	-	2	Cbei_4041, Cbei_4042
4649811	4657545	-	8	Cbei_4045, Cbei_4046, Cbei_4047, Cbei_4048, Cbei_4049, Cbei_4050, Cbei_4051, Cbei_4052
4657614	4660390	-	3	Cbei_4053, Cbei_4054, Cbei_4055
4662473	4664220	-	2	Cbei_4059, Cbei_4060
4667610	4668451	-	2	Cbei_4063, Cbei_4064
4687118	4690074	-	2	Cbei_4081, Cbei_4082
4708602	4712308	-	4	Cbei_4098, Cbei_4099, Cbei_4100, Cbei_4101
4712576	4714655	-	2	Cbei_4102, Cbei_4103
4723253	4725617	-	2	Cbei_4111, Cbei_4112
4727633	4734434	-	4	Cbei_4114, Cbei_4115, Cbei_4116, Cbei_4117
4734977	4737640	-	3	Cbei_4118, Cbei_4119, Cbei_4120
4756624	4759396	-	2	Cbei_4134, Cbei_4135
4767040	4770566	-	3	Cbei_4144, Cbei_4145, Cbei_4146
4773518	4775166	-	2	Cbei_4149, Cbei_4150
4776175	4778754	-	2	Cbei_4152, Cbei_4153
4780786	4783064	-	2	Cbei_4155, Cbei_4156
4796970	4799760	-	2	Cbei_4166, Cbei_4167
4800101	4801782	-	2	Cbei_4168, Cbei_4169
4802151	4804326	-	3	Cbei_4170, Cbei_4171, Cbei_4172
4805413	4807587	-	2	Cbei_4174, Cbei_4175
4807694	4808745	-	2	Cbei_4176, Cbei_4177
4810589	4812465	-	2	Cbei_4180, Cbei_4181
4812626	4819694	-	3	Cbei_4182, Cbei_4183, Cbei_4184
4821648	4824237	-	2	Cbei_4186, Cbei_4187
4824310	4826317	-	2	Cbei_4188, Cbei_4189
4826614	4829351	-	3	Cbei_4190, Cbei_4191, Cbei_4192
4835094	4835538	-	2	Cbei_4197, Cbei_4198
4841316	4847412	-	2	Cbei_4203, Cbei_4204
4856522	4859587	-	2	Cbei_4210, Cbei_4211
4860638	4863726	-	3	Cbei_4213, Cbei_4214, Cbei_4215
4874388	4876778	-	2	Cbei_4224, Cbei_4225
4887985	4893574	-	4	Cbei_4235, Cbei_4236, Cbei_4237, Cbei_4238
4908746	4913661	-	4	Cbei_4250, Cbei_4251, flhF, flhA
4913794	4917592	-	5	Cbei_4254, Cbei_4255, Cbei_4256, Cbei_4257, Cbei_4258
4919291	4922067	-	3	Cbei_4261, Cbei_4262, Cbei_4263
4924191	4928299	-	5	Cbei_4266, fliG, fliF, Cbei_4269, flgC
4929385	4930925	-	2	Cbei_4272, Cbei_4273
4933638	4935918	-	2	Cbei_4276, Cbei_4277
4937095	4938787	-	3	Cbei_4279, Cbei_4280, Cbei_4281
4939922	4942037	-	2	Cbei_4283, Cbei_4284
4942367	4943621	-	2	Cbei_4285, Cbei_4286
4943741	4945781	+	2	Cbei_4287, Cbei_4288
4949209	4949888	-	2	Cbei_4292, Cbei_4293
4950359	4952011	-	3	Cbei_4295, Cbei_4296, Cbei_4297
4954032	4954720	-	2	Cbei_4299, Cbei_4300
4955939	4958541	-	3	Cbei_4302, Cbei_4303, Cbei_4304
4958671	4959652	-	2	Cbei_4305, Cbei_4306
4961979	4966742	-	5	Cbei_4308, Cbei_4309, Cbei_4310, Cbei_4311, Cbei_4312
4993720	4996388	-	2	Cbei_4331, Cbei_4332
4997975	4999480	+	2	Cbei_4334, Cbei_4335
4999497	5001811	-	2	Cbei_4336, Cbei_4337
5009823	5011690	-	2	Cbei_4345, Cbei_4346
5017816	5020036	-	2	Cbei_4352, Cbei_4353
5029782	5030573	+	2	Cbei_4363, Cbei_4364
5032516	5034459	-	2	Cbei_4366, Cbei_4367
5038582	5039703	-	3	Cbei_4371, Cbei_4372, Cbei_4373
5040486	5048746	-	2	Cbei_4375, Cbei_4376
5048936	5051324	-	3	Cbei_4377, Cbei_4378, Cbei_4379
5057486	5059287	-	2	Cbei_4384, Cbei_4385
5059344	5061069	-	2	Cbei_4386, Cbei_4387
5062101	5065392	-	2	Cbei_4389, Cbei_4390
5065435	5069029	-	5	Cbei_4391, Cbei_4392, Cbei_4393, Cbei_4394, Cbei_4395
5073282	5075257	-	2	Cbei_4398, Cbei_4399
5077231	5078591	-	2	Cbei_4401, Cbei_4402
5079946	5080824	-	2	Cbei_4405, Cbei_4406
5086337	5089483	-	3	Cbei_4410, Cbei_4411, Cbei_4412
5097361	5099886	+	2	Cbei_4421, Cbei_4422
5100402	5102575	+	2	Cbei_4423, Cbei_4424
5107609	5112025	-	3	Cbei_4429, Cbei_4430, Cbei_4431
5116867	5120032	-	2	Cbei_4435, Cbei_4436
5129828	5131613	-	2	Cbei_4443, Cbei_4444
5135793	5138537	-	2	Cbei_4448, Cbei_4449
5152795	5156358	-	3	Cbei_4459, Cbei_4460, Cbei_4461
5157593	5159744	-	2	Cbei_4463, Cbei_4464
5177351	5178428	-	2	Cbei_4477, Cbei_4478
5189190	5192427	-	2	Cbei_4485, Cbei_4486
5195822	5197198	-	2	Cbei_4490, Cbei_4491
5200525	5202767	-	2	Cbei_4495, Cbei_4496
5203926	5205486	-	2	Cbei_4498, Cbei_4499
5205760	5207307	-	2	Cbei_4500, Cbei_4501
5207491	5209386	+	2	Cbei_4502, Cbei_4503
5212615	5215668	-	3	Cbei_4506, Cbei_4507, Cbei_4508
5221845	5222920	+	2	Cbei_4513, Cbei_4514
5223264	5225872	+	2	Cbei_4515, Cbei_4516
5251413	5252056	-	2	Cbei_4537, Cbei_4538
5263986	5271716	-	7	Cbei_4546, Cbei_4547, Cbei_4548, Cbei_4549, Cbei_4550, Cbei_4551, Cbei_4552
5272906	5276299	-	2	Cbei_4554, Cbei_4555
5277649	5280157	-	4	Cbei_4557, Cbei_4558, Cbei_4559, Cbei_4560
5281548	5283023	-	2	Cbei_4562, Cbei_4563
5288329	5290199	-	2	Cbei_4568, Cbei_4569
5291039	5293524	-	3	Cbei_4571, Cbei_4572, Cbei_4573
5293674	5296032	-	2	Cbei_4574, Cbei_4575
5300673	5302733	+	2	Cbei_4579, Cbei_4580
5304467	5307531	-	2	Cbei_4582, Cbei_4583
5307647	5312135	-	3	Cbei_4584, Cbei_4585, Cbei_4586
5327984	5329869	-	2	Cbei_4600, Cbei_4601
5331397	5333070	+	2	Cbei_4603, Cbei_4604
5334220	5335197	-	2	Cbei_4606, Cbei_4607
5339430	5339930	+	2	Cbei_4611, Cbei_4612
5339979	5340524	+	2	Cbei_4613, Cbei_4614
5353276	5355425	-	2	Cbei_4624, Cbei_4625
5359002	5362372	-	2	Cbei_4628, Cbei_4629
5382275	5386936	-	6	Cbei_4645, Cbei_4646, Cbei_4647, Cbei_4648, Cbei_4649, Cbei_4650
5419371	5422105	+	3	Cbei_4671, Cbei_4672, Cbei_4673
5424367	5429019	-	3	Cbei_4675, Cbei_4676, Cbei_4677
5429080	5430827	-	2	Cbei_4678, Cbei_4679
5447380	5448745	-	2	Cbei_4689, Cbei_4690
5451120	5452430	+	2	Cbei_4692, Cbei_4693
5466668	5468183	-	2	Cbei_4702, Cbei_4703
5476717	5483221	-	5	Cbei_4709, Cbei_4710, Cbei_4711, Cbei_4712, Cbei_4713
5513399	5516045	-	2	Cbei_4729, Cbei_4730
5520805	5522858	-	3	Cbei_4735, Cbei_4736, Cbei_4737
5536833	5544725	-	7	Cbei_4748, Cbei_4749, Cbei_4750, Cbei_4751, Cbei_4752, Cbei_4753, Cbei_4754
5544891	5546367	-	2	Cbei_4755, Cbei_4756
5564654	5565153	+	2	Cbei_4767, Cbei_4768
5587138	5588506	-	2	Cbei_4779, Cbei_4780
5601118	5603036	+	2	Cbei_4789, Cbei_4790
5604859	5605921	+	2	Cbei_4792, Cbei_4793
5610922	5612759	-	2	Cbei_4798, Cbei_4799
5617891	5621330	-	3	Cbei_4804, Cbei_4805, Cbei_4806
5626032	5627860	-	2	Cbei_4810, Cbei_4811
5628874	5632232	+	2	Cbei_4813, Cbei_4814
5633416	5634084	-	2	Cbei_4817, Cbei_4818
5634203	5636109	-	2	Cbei_4819, Cbei_4820
5636151	5640927	-	3	Cbei_4821, Cbei_4822, Cbei_4823
5643576	5646128	-	2	Cbei_4827, Cbei_4828
5648488	5650025	-	2	Cbei_4830, Cbei_4831
5661064	5662731	-	2	Cbei_4839, Cbei_4840
5662778	5665965	-	3	Cbei_4841, Cbei_4842, Cbei_4843
5667304	5670328	-	2	Cbei_4845, Cbei_4846
5684247	5685502	-	2	Cbei_4854, Cbei_4855
5685545	5687778	-	2	Cbei_4856, Cbei_4857
5691166	5693859	-	2	Cbei_4860, Cbei_4861
5699972	5702604	-	2	Cbei_4865, Cbei_4866
5702766	5704332	-	2	Cbei_4867, Cbei_4868
5705476	5707241	-	2	Cbei_4870, Cbei_4871
5707470	5708090	-	2	Cbei_4872, Cbei_4873
5709015	5710894	-	2	Cbei_4875, acpS
5721029	5722625	-	2	Cbei_4886, Cbei_4887
5752779	5755077	-	2	Cbei_4904, glgC
5755354	5761102	-	3	Cbei_4906, Cbei_4907, glgA
5777279	5778913	-	2	Cbei_4911, Cbei_4912
5792133	5793789	+	2	Cbei_4923, Cbei_4924
5797173	5799355	-	2	Cbei_4926, Cbei_4927
5801841	5805732	-	4	Cbei_4929, Cbei_4930, Cbei_4931, Cbei_4932
5813304	5817235	-	4	Cbei_4938, Cbei_4939, Cbei_4940, Cbei_4941
5822976	5823544	-	2	Cbei_4947, Cbei_4948
5831896	5833280	-	2	Cbei_4958, Cbei_4959
5838924	5842016	-	2	Cbei_4963, Cbei_4964
5845209	5847720	-	2	Cbei_4967, Cbei_4968
5857250	5860150	+	2	Cbei_4977, Cbei_4978
5864781	5866824	-	2	Cbei_4982, Cbei_4983
5872554	5873693	-	2	Cbei_4989, Cbei_4990
5875884	5876705	-	2	Cbei_4992, Cbei_4993
5883363	5884017	+	2	Cbei_4999, Cbei_5000
5884369	5886293	-	2	Cbei_5001, Cbei_5002
5888035	5890383	-	4	Cbei_5004, Cbei_5005, Cbei_5006, Cbei_5007
5891336	5894738	-	3	Cbei_5009, Cbei_5010, Cbei_5011
5897390	5898542	-	2	Cbei_5014, Cbei_5015
5899317	5901136	-	2	Cbei_5017, Cbei_5018
5908334	5910083	-	2	Cbei_5025, Cbei_5026
5933716	5935159	-	2	Cbei_5039, Cbei_5040
5936824	5941324	+	5	Cbei_5042, Cbei_5043, Cbei_5044, Cbei_5045, Cbei_5046
5958536	5960619	-	2	Cbei_5061, Cbei_5062
5962396	5963660	+	2	Cbei_5065, Cbei_5066
5965373	5967344	+	2	Cbei_5068, Cbei_5069
5978764	5983403	-	4	Cbei_5080, rplI, Cbei_5082, Cbei_5083
5983581	5984616	-	3	rpsR, Cbei_5085, rpsF
5984718	5986093	-	3	Cbei_5087, Cbei_5088, Cbei_5089
5986262	5988076	+	2	Cbei_5090, Cbei_5091
5991104	5992734	-	2	Cbei_5094, Cbei_5095
5993999	5998020	-	3	gidB, Cbei_5098, trmE
5998873	6000219	-	3	Cbei_5101, Cbei_5102, rnpA
