Start	Stop	Strand	Number of Genes	Genes
2889835	2890466	-	2	SM2011_c00687, SM2011_c00686
2890575	2892822	-	2	SM2011_c00684, SM2011_c00683
2893068	2894718	+	2	hipO1, lrp1
2902158	2905862	-	2	SM2011_c00675, hutC
2905991	2908448	+	2	SM2011_c00673, hisX,hutX
2908585	2913692	+	5	hisW,hutW, hisV,hutV, hutH2, SM2011_c00668, SM2011_c00667
2914682	2915193	-	2	SM2011_c00663, SM2011_c00662
2926435	2927650	-	2	SM2011_c00649, SM2011_c00648
2943793	2946203	-	2	tilS, SM2011_c02941
2948573	2950851	-	3	tolA, tolR, tolQ
2954391	2957406	+	3	sqdB, sqdD, sqdC
2957546	2959490	-	2	SM2011_c03964, ruvB
2964078	2968408	-	2	mexF2, mexE2
2971910	2972569	-	2	SM2011_c03976, SM2011_c03977
2975021	2977826	+	3	gap, SM2011_c03980, pgk
2984430	2985906	+	2	SM2011_c03987, SM2011_c03988
2989430	2991567	-	2	SM2011_c03992, SM2011_c03993
2992923	2994731	-	2	SM2011_c03995, thiE2
2996494	2998257	+	3	SM2011_c04000, purE, purK
2999584	3001460	-	2	pykA, SM2011_c04006
3001690	3002809	+	2	SM2011_c04007, SM2011_c04008
3008935	3010715	+	2	pabB, SM2011_c04014
3017580	3019031	+	2	SM2011_c04020, SM2011_c04021
3036714	3041733	+	4	SM2011_c04034, SM2011_c04035, SM2011_c04036, SM2011_c04037
3054009	3055315	-	2	SM2011_c04050, rpoE4
3059844	3063145	+	2	SM2011_c04057, SM2011_c04058
3064822	3069494	+	2	glgP, glgB1
3069608	3073952	+	3	glgC, glgA1, pgm
3076323	3077880	+	2	nodN2, SM2011_c03928
3079268	3083146	-	3	soxG2, soxA2, soxD2
3088407	3091377	-	3	pntB, pntAb, pntAa
3106226	3107898	+	2	SM2011_c02985, SM2011_c02986
3108023	3108705	-	2	SM2011_c02987, SM2011_c02988
3108877	3109784	-	2	SM2011_c02989, SM2011_c03151
3111781	3113153	+	2	SM2011_c03154, SM2011_c03155
3114319	3116865	-	3	metQ, metI, metN
3122878	3125379	-	2	xylB, SM2011_c03165
3126730	3129496	-	2	SM2011_c03167, SM2011_c03168
3132658	3135622	+	2	gltX, lysS
3137748	3140375	+	2	SM2011_c03176, SM2011_c03177
3143304	3149390	+	6	phaA1, phaC1, phaD1, phaE1, phaF1, phaG1
3151273	3153326	-	2	cobM, cobL
3154044	3157559	-	4	cobJ, cobI, cobH, cobG
3160460	3162231	+	2	modB, modC
3164432	3169403	+	4	bkdAa, bkdAb, bkdB, lpdA3
3170836	3172517	-	2	maiA, SM2011_c03207
3180915	3184408	+	2	SM2011_c03147, SM2011_c03146
3192999	3193702	-	2	SM2011_c03137, SM2011_c03136
3193851	3197761	-	4	SM2011_c03135, SM2011_c03134, SM2011_c03133, SM2011_c03132
3200022	3204632	-	5	SM2011_c03129, SM2011_c03128, SM2011_c03127, SM2011_c03126, SM2011_c03125
3215670	3220258	+	5	SM2011_c03121, SM2011_c03120, SM2011_c03119, SM2011_c03118, SM2011_c03117
3228881	3230549	-	2	pmi, SM2011_c03110
3238429	3241587	-	2	SM2011_c03103, SM2011_c03102
3261478	3265489	-	3	fdsD, fdhD, fdsA
3265749	3267781	-	2	fdsB, fdsG
3270845	3276691	+	6	glpD, SM2011_c02519, SM2011_c02518, SM2011_c02517, SM2011_c02516, SM2011_c02515
3283505	3287047	+	4	sitA, sitB, sitC, sitD
3290718	3295264	-	4	atpD, atpG, atpA, atpH
3301210	3302972	+	2	SM2011_c02493, SM2011_c02492
3303004	3305073	-	2	SM2011_c02491, SM2011_c02490
3307690	3311026	-	4	lpdA2, SM2011_c02486, SM2011_c02485, SM2011_c02484
3315935	3319036	-	3	sucD, sucC, mdh
3320415	3320967	-	2	SM2011_c02477, SM2011_c02476
3321920	3324806	-	3	SM2011_c02474, SM2011_c02473, SM2011_c02472
3327668	3329439	+	2	SM2011_c02469, SM2011_c02468
3330406	3333836	-	4	sdhB, sdhA, sdhD, sdhC
3335401	3338915	-	5	SM2011_c03226, SM2011_c03227, SM2011_c03228, gpsA, gcp
3339102	3340743	+	2	hemC, hemD
3340963	3345211	+	4	SM2011_c03233, SM2011_c03234, SM2011_c03235, SM2011_c03236
3361475	3362559	-	2	SM2011_c03248, SM2011_c03249
3362636	3363488	-	2	SM2011_c03751, SM2011_c03250
3383662	3385069	+	2	SM2011_c03265, SM2011_c07130
3386529	3392927	+	5	SM2011_c03267, SM2011_c03268, SM2011_c03269, SM2011_c03754, SM2011_c03272
3393084	3393946	+	3	SM2011_c05012, SM2011_c05013, SM2011_c05014
3396876	3397687	+	2	SM2011_c03278, SM2011_c03279
3398346	3400600	-	2	SM2011_c03281, SM2011_c03282
3404508	3408454	-	2	SM2011_c03286, SM2011_c03287
3413762	3414981	+	2	SM2011_c03295, SM2011_c03296
3418446	3419173	-	2	SM2011_c03300, SM2011_c03301
3420397	3430809	-	3	SM2011_c05018, SM2011_c03761, SM2011_c03762
3433545	3435904	-	2	SM2011_c03765, SM2011_c03766
3442128	3442802	+	2	rplU, rpmA
3442933	3444149	+	2	SM2011_c03773, SM2011_c03774
3444207	3448420	+	4	cgtA, proB1, proA, nadD
3449697	3452418	+	2	SM2011_c03782, ctpA
3454606	3455368	-	2	bfr, SM2011_c03787
3455650	3461406	-	3	dnaE2, imuB, SM2011_c03790
3462095	3463200	-	2	SM2011_c03792, citE
3463721	3464715	+	2	leuD, SM2011_c03796
3470643	3471520	+	2	SM2011_c03802, SM2011_c03803
3474381	3476102	+	2	glnK, amtB
3480086	3482798	-	3	SM2011_c03810, SM2011_c03811, SM2011_c03812
3483291	3486171	-	3	SM2011_c03813, SM2011_c03814, SM2011_c03815
3486276	3488396	+	2	SM2011_c03816, SM2011_c03817
3489406	3490577	-	2	SM2011_c03819, SM2011_c03820
3493818	3495532	+	2	SM2011_c03824, SM2011_c03825
3497800	3499469	-	2	SM2011_c03828, SM2011_c03829
3505712	3509019	+	2	SM2011_c03837, SM2011_c03838
3511366	3512036	-	2	SM2011_c03842, SM2011_c03843
3517003	3518282	+	2	ccmA, ccmB
3518342	3519890	+	3	ccmC, ccmD, ccmG
3520049	3521271	-	2	SM2011_c03852, ispZ
3521369	3525221	-	3	ftsY, SM2011_c03855, dapF
3525498	3527908	+	3	ffh, pheAa, rpsP
3528044	3529340	+	2	rimM, trmD
3532812	3535308	-	2	SM2011_c03866, SM2011_c03867
3536167	3539547	+	3	thiB, thiP, thiQ
3544639	3548166	-	2	SM2011_c03876, SM2011_c03877
3553765	3555739	+	2	ispA, hisC2
3564193	3565646	+	2	SM2011_c03893, SM2011_c03894
3569510	3571574	-	4	SM2011_c03896, SM2011_c03948, SM2011_c03898, SM2011_c03899
3586387	3592035	+	4	SM2011_c04383, SM2011_c04384, SM2011_c04385, aatB
3594334	3597372	-	2	ttuD1, SM2011_c04390
3597578	3602740	-	5	SM2011_c04391, SM2011_c04392, SM2011_c04393, SM2011_c04394, SM2011_c04395
3604330	3610273	-	5	SM2011_c04397, SM2011_c04398, SM2011_c04399, afr, SM2011_c04401
3619379	3620040	-	2	SM2011_c04881, SM2011_c04408
3634893	3637264	-	2	rsmB1, htpX
3644039	3648245	+	3	leuS, SM2011_c02803, SM2011_c02802
3648255	3652508	-	4	parB, parA, rsmG, mnmG
3655764	3657276	-	2	SM2011_c02795, hemE
