Start	Stop	Strand	Number of Genes	Genes
2072603	2073831	+	2	RVBD_1827, RVBD_1828
2080708	2084643	-	2	RVBD_1835c, RVBD_1836c
2087264	2087919	-	2	RVBD_1838c, RVBD_1839c
2089688	2092092	-	2	RVBD_1841c, RVBD_1842c
2092266	2096606	-	4	RVBD_1843c, RVBD_1844c, RVBD_1845c, RVBD_1846c
2097355	2101655	+	6	RVBD_1848, RVBD_1849, RVBD_1850, RVBD_1851, RVBD_1852, RVBD_1853
2103191	2104830	-	2	RVBD_1855c, RVBD_1856c
2104992	2107690	+	3	RVBD_1857, RVBD_1858, RVBD_1859
2110598	2112973	-	3	RVBD_1863c, RVBD_1864c, RVBD_1865c
2121502	2123158	-	2	RVBD_1871c, RVBD_1872c
2123691	2124831	+	2	RVBD_1874, RVBD_1875
2128029	2130520	+	2	RVBD_1878, RVBD_1879
2132377	2135874	-	5	RVBD_1882c, RVBD_1883c, RVBD_1884c, RVBD_1885c, RVBD_1886c
2139748	2140711	+	3	RVBD_1891, RVBD_1892, RVBD_1893
2143542	2144889	-	2	RVBD_1896c, RVBD_1897c
2145221	2147640	-	2	RVBD_1899c, RVBD_1900c
2151440	2152902	-	2	RVBD_1905c, RVBD_1906c
2153242	2156608	-	3	RVBD_1907c, RVBD_1908c, RVBD_1909c
2160470	2162769	+	2	RVBD_1915, RVBD_1916
2174074	2176520	+	2	RVBD_1922, RVBD_1923
2181269	2183246	-	3	RVBD_1929c, RVBD_1930c, RVBD_1931c
2183873	2187166	-	3	RVBD_1933c, RVBD_1934c, RVBD_1935c
2187391	2194441	+	6	RVBD_1936, RVBD_1937, RVBD_1938, RVBD_1939, RVBD_1940, RVBD_1941
2194651	2195941	-	3	RVBD_1942c, RVBD_1943c, RVBD_1944c
2198721	2200493	-	4	RVBD_1948c, RVBD_1949c, RVBD_1950c, RVBD_1951c
2200733	2201256	+	2	RVBD_1952, RVBD_1953
2202145	2203136	+	2	RVBD_1956, RVBD_1957
2203688	2204232	-	2	RVBD_1959c, RVBD_1960c
2204219	2204820	+	2	RVBD_1961, RVBD_1961A
2204873	2206809	-	3	RVBD_1962c, RVBD_1962Ac, RVBD_1963c
2207708	2218725	+	12	RVBD_1964, RVBD_1965, RVBD_1966, RVBD_1967, RVBD_1968, RVBD_1969, RVBD_1970, RVBD_1971, RVBD_1972, RVBD_1973, RVBD_1974, RVBD_1975
2224228	2225288	-	2	RVBD_1981c, RVBD_1981Ac
2225421	2226109	-	2	RVBD_1982c, RVBD_1982Ac
2232747	2233645	-	2	RVBD_1989c, RVBD_1990c
2234313	2234899	-	2	RVBD_1991c, RVBD_1991Ac
2234999	2237583	-	2	RVBD_1992c, RVBD_1993c
2245217	2247592	+	2	RVBD_2000, RVBD_2001
2249486	2251891	-	2	RVBD_2004c, RVBD_2005c
2258038	2258679	+	2	RVBD_2009, RVBD_2010
2260673	2261696	+	2	RVBD_2013, RVBD_2014
2263434	2265046	+	2	RVBD_2016, RVBD_2017
2265288	2266413	+	2	RVBD_2018, RVBD_2019
2266813	2268116	-	3	RVBD_2021c, RVBD_2022c, RVBD_2023c
2268276	2270248	-	2	RVBD_2023A, RVBD_2024c
2271871	2274516	-	2	RVBD_2026c, RVBD_2027c
2274577	2278940	-	4	RVBD_2028c, RVBD_2029c, RVBD_2030c, RVBD_2031c
2281302	2282748	+	3	RVBD_2034, RVBD_2035, RVBD_2036
2282755	2289249	-	7	RVBD_2037c, RVBD_2038c, RVBD_2039c, RVBD_2040c, RVBD_2041c, RVBD_2042c, RVBD_2043c
2291970	2306994	-	2	RVBD_2047c, RVBD_2048c
2310921	2313057	-	2	RVBD_2052c, RVBD_2053c
2314095	2315069	-	4	RVBD_2055c, RVBD_2056c, RVBD_2057c, RVBD_2058c
2315182	2316717	+	2	RVBD_2059, RVBD_2060
2320839	2324709	+	5	RVBD_2063, RVBD_2063A, RVBD_2064, RVBD_2065, RVBD_2066
2324655	2326817	-	2	RVBD_2067c, RVBD_2068c
2327499	2330154	-	3	RVBD_2070c, RVBD_2071c, RVBD_2072c
2333045	2334602	-	3	RVBD_2076c, RVBD_2077c, RVBD_2077A
2335067	2337877	+	3	RVBD_2078, RVBD_2079, RVBD_2080
2338717	2342952	+	3	RVBD_2082, RVBD_2083, RVBD_2084
2343035	2343924	+	2	RVBD_2085, RVBD_2086
2352111	2353305	-	2	RVBD_2093c, RVBD_2094c
2353373	2356685	-	3	RVBD_2095c, RVBD_2096c, RVBD_2097c
2356737	2358214	-	2	RVBD_2098c, RVBD_2099c
2364094	2365101	-	3	RVBD_2103c, RVBD_2104c, RVBD_2104Ac
2368991	2370800	-	3	RVBD_2109c, RVBD_2110c, RVBD_2111c
2372638	2374465	+	2	RVBD_2113, RVBD_2114
2376579	2377449	+	2	RVBD_2116, RVBD_2117
2379814	2380952	-	2	RVBD_2121c, RVBD_2122c
2388624	2390296	+	2	RVBD_2127, RVBD_2128
2390316	2392467	-	2	RVBD_2129c, RVBD_2130c
2393859	2395245	-	2	RVBD_2133c, RVBD_2134c
2395309	2396846	-	2	RVBD_2135c, RVBD_2136c
2397338	2399801	+	3	RVBD_2138, RVBD_2138A, RVBD_2139
2402201	2402730	-	2	RVBD_2142c, RVBD_2142Ac
2406126	2409532	-	4	RVBD_2147c, RVBD_2148c, RVBD_2149c, RVBD_2150c
2409705	2423145	-	11	RVBD_2151c, RVBD_2152c, RVBD_2153c, RVBD_2154c, RVBD_2155c, RVBD_2156c, RVBD_2157c, RVBD_2158c, RVBD_2159c, RVBD_2160A, RVBD_2161c
2425056	2429866	-	4	RVBD_2163c, RVBD_2164c, RVBD_2165c, RVBD_2166c
2434855	2437467	+	2	RVBD_2173, RVBD_2174
2441819	2443222	-	2	RVBD_2179c, RVBD_2180c
2445423	2446954	-	2	RVBD_2183c, RVBD_2184c
2457561	2461335	+	3	RVBD_2194, RVBD_2195, RVBD_2196
2461512	2463055	-	2	RVBD_2197c, RVBD_2198c
2463241	2464759	-	2	RVBD_2199c, RVBD_2200c
2471419	2473250	+	2	RVBD_2207, RVBD_2208
2477198	2479893	+	2	RVBD_2212, RVBD_2213
2481973	2484539	+	2	RVBD_2215, RVBD_2216
2484592	2486995	+	3	RVBD_2217, RVBD_2218, RVBD_2219
2501652	2506163	-	5	RVBD_2228c, RVBD_2229c, RVBD_2230c, RVBD_2231c, RVBD_2231Ac
2506286	2508460	+	3	RVBD_2232, RVBD_2234, RVBD_2235
2510723	2512495	-	3	RVBD_2238c, RVBD_2239c, RVBD_2240c
2517779	2522172	+	4	RVBD_2244, RVBD_2245, RVBD_2246, RVBD_2247
2523252	2525365	-	2	RVBD_2249c, RVBD_2250c
2525413	2527928	+	2	RVBD_2251, RVBD_2252
2528530	2529184	-	2	RVBD_2254c, RVBD_2255c
2530014	2531907	-	2	RVBD_2257c, RVBD_2258c
2532255	2533975	+	2	RVBD_2259, RVBD_2260
2534052	2535562	-	2	RVBD_2261c, RVBD_2262c
2541654	2544631	-	3	RVBD_2267c, RVBD_2268c, RVBD_2269c
2545747	2546441	+	2	RVBD_2272, RVBD_2273
2546498	2547097	-	2	RVBD_2274c, RVBD_2274Ac
2546893	2548949	+	2	RVBD_2275, RVBD_2276
2555951	2558820	+	3	RVBD_2283, RVBD_2284, RVBD_2285
2559713	2562467	+	3	RVBD_2287, RVBD_2288, RVBD_2289
2564039	2565042	-	2	RVBD_2292c, RVBD_2293c
2567514	2568900	+	2	RVBD_2296, RVBD_2297
2574106	2575235	-	2	RVBD_2303c, RVBD_2304c
2575819	2577932	+	3	RVBD_2305, RVBD_2306A, RVBD_2306B
2580429	2581487	+	2	RVBD_2308, RVBD_2308X
2585062	2588814	-	3	RVBD_2313c, RVBD_2314c, RVBD_2315c
2588848	2591850	+	3	RVBD_2316, RVBD_2317, RVBD_2318
2591858	2596279	-	5	RVBD_2319c, RVBD_2320c, RVBD_2321c, RVBD_2322c, RVBD_2323c
2597019	2599957	-	2	RVBD_2325c, RVBD_2326c
2604750	2606764	+	2	RVBD_2331A, RVBD_2332
2608806	2610431	+	2	RVBD_2334, RVBD_2335
2620543	2623762	-	2	RVBD_2343c, RVBD_2344c
2641256	2642052	+	2	RVBD_2358, RVBD_2359
2642160	2644268	-	3	RVBD_2360c, RVBD_2361c, RVBD_2362c
2646757	2649984	-	4	RVBD_2365c, RVBD_2366c, RVBD_2367c, RVBD_2368c
2651763	2652088	+	2	RVBD_2371, RVBD_2371A
2652047	2653997	-	2	RVBD_2372c, RVBD_2373c
2656225	2675847	-	7	RVBD_2377c, RVBD_2378c, RVBD_2379c, RVBD_2380c, RVBD_2381c, RVBD_2382c, RVBD_2383c
2683258	2684276	-	2	RVBD_2389c, RVBD_2390c
2684689	2689951	+	4	RVBD_2391, RVBD_2392, RVBD_2393, RVBD_2394
2693919	2697724	-	4	RVBD_2397c, RVBD_2398c, RVBD_2399c, RVBD_2400c
2700545	2703258	-	2	RVBD_2403c, RVBD_2404c
2706504	2709975	-	3	RVBD_2409c, RVBD_2410c, RVBD_2411c
2710361	2713794	-	3	RVBD_2413c, RVBD_2414c, RVBD_2415c
2716405	2718818	-	4	RVBD_2418c, RVBD_2419c, RVBD_2420c, RVBD_2421c
2721876	2724193	-	2	RVBD_2425c, RVBD_2426c
2726203	2727349	+	2	RVBD_2428, RVBD_2429
2728447	2732759	-	4	RVBD_2432c, RVBD_2433c, RVBD_2434c, RVBD_2435c
2737127	2739696	-	2	RVBD_2439c, RVBD_2440c
2739782	2740371	-	2	RVBD_2441c, RVBD_2442c
2745777	2750235	-	3	RVBD_2446c, RVBD_2447c, RVBD_2448c
2752858	2756714	-	4	RVBD_2452c, RVBD_2453c, RVBD_2454c, RVBD_2455c
2756946	2759498	-	2	RVBD_2456c, RVBD_2457c
2762541	2763784	-	2	RVBD_2460c, RVBD_2461c
2766869	2768169	-	2	RVBD_2464c, RVBD_2465c
2771654	2773045	-	3	RVBD_2468c, RVBD_2468Ac, RVBD_2469c
2773188	2775214	+	2	RVBD_2470, RVBD_2471
2775282	2776294	+	2	RVBD_2472, RVBD_2473
2776326	2782272	-	3	RVBD_2474c, RVBD_2475c, RVBD_2476c
2786585	2792504	-	4	RVBD_2481c, RVBD_2482c, RVBD_2483c, RVBD_2484c
2797477	2801155	-	2	RVBD_2488c, RVBD_2489c
2806675	2808040	+	2	RVBD_2491, RVBD_2492
2808093	2808745	+	2	RVBD_2493, RVBD_2494
2808768	2812106	-	3	RVBD_2495c, RVBD_2496c, RVBD_2497c
2812365	2819880	-	7	RVBD_2498c, RVBD_2499c, RVBD_2500c, RVBD_2501c, RVBD_2502c, RVBD_2503c, RVBD_2504c
2829964	2830593	+	2	RVBD_2512A, RVBD_2513
2830887	2832601	-	2	RVBD_2514c, RVBD_2515c
2832720	2833771	-	2	RVBD_2516c, RVBD_2517c
2838139	2839940	-	2	RVBD_2522c, RVBD_2523c
2851101	2851726	+	2	RVBD_2526, RVBD_2527
2854277	2857791	-	3	RVBD_2530c, RVBD_2530A, RVBD_2531c
2857863	2860428	-	4	RVBD_2532c, RVBD_2533c, RVBD_2534c, RVBD_2535c
2861158	2864422	-	4	RVBD_2537c, RVBD_2538c, RVBD_2539c, RVBD_2540c
2866478	2868071	+	3	RVBD_2543, RVBD_2544, RVBD_2545
2868164	2869247	+	3	RVBD_2546, RVBD_2547, RVBD_2548
2869737	2870374	-	2	RVBD_2549c, RVBD_2550c
2870785	2876495	-	5	RVBD_2551c, RVBD_2552c, RVBD_2553c, RVBD_2554c, RVBD_2555c
2882300	2884344	+	2	RVBD_2563, RVBD_2564
2884621	2892459	+	3	RVBD_2565, RVBD_2566, RVBD_2567
2892456	2894418	-	2	RVBD_2568c, RVBD_2569c
2897966	2900230	+	3	RVBD_2573, RVBD_2574, RVBD_2575
2904831	2906773	-	2	RVBD_2580c, RVBD_2581c
2907836	2910910	-	2	RVBD_2583c, RVBD_2584c
2911014	2915746	-	3	RVBD_2585c, RVBD_2586c, RVBD_2587c
2923209	2925393	-	3	RVBD_2592c, RVBD_2593c, RVBD_2594c
2925502	2926148	+	2	RVBD_2595, RVBD_2596
2926365	2927918	+	3	RVBD_2597, RVBD_2598, RVBD_2599
2928000	2929969	+	2	RVBD_2600, RVBD_2601
2930080	2930794	+	2	RVBD_2601A, RVBD_2602
2931703	2934080	-	3	RVBD_2604c, RVBD_2605c, RVBD_2606c
2936820	2943277	-	6	RVBD_2609c, RVBD_2610c, RVBD_2611c, RVBD_2612c, RVBD_2613c, RVBD_2614c
2947106	2948568	-	3	RVBD_2619c, RVBD_2620c, RVBD_2621c
2950499	2952513	-	2	RVBD_2624c, RVBD_2625c
2955777	2957442	+	2	RVBD_2629, RVBD_2630
2959345	2962451	-	3	RVBD_2633c, RVBD_2633Ac, RVBD_2634c
2962480	2963400	+	2	RVBD_2635, RVBD_2636
2966543	2968842	+	3	RVBD_2642, RVBD_2643, RVBD_2643A
2970133	2972037	+	3	RVBD_2645, RVBD_2646, RVBD_2647
2973805	2975785	-	2	RVBD_2650c, RVBD_2651c
2975938	2976919	-	2	RVBD_2652c, RVBD_2653c
2976999	2980828	-	6	RVBD_2654c, RVBD_2655c, RVBD_2656c, RVBD_2657c, RVBD_2658c, RVBD_2659c
2980973	2981586	-	2	RVBD_2660c, RVBD_2661c
2981863	2982361	+	2	RVBD_2663, RVBD_2664
2983081	2984664	+	2	RVBD_2666, RVBD_2667
2984743	2985763	+	2	RVBD_2668, RVBD_2669
2987692	2990602	+	2	RVBD_2672, RVBD_2673
2991194	2995072	-	4	RVBD_2675c, RVBD_2676c, RVBD_2677c, RVBD_2678c
2996115	2998065	+	2	RVBD_2680, RVBD_2681
3000122	3001913	+	2	RVBD_2683, RVBD_2684
3003290	3005660	-	3	RVBD_2686c, RVBD_2687c, RVBD_2688c
3009354	3010696	+	2	RVBD_2691, RVBD_2692
3010707	3011777	-	2	RVBD_2693c, RVBD_2694c
3017845	3019896	+	2	RVBD_2703, RVBD_2704
3019824	3020467	-	2	RVBD_2705c, RVBD_2706c
3034645	3036112	+	2	RVBD_2722, RVBD_2723
3037437	3041471	-	4	RVBD_2725c, RVBD_2726c, RVBD_2727c, RVBD_2728c
3042552	3044388	+	2	RVBD_2730, RVBD_2731
3044385	3046534	-	2	RVBD_2732c, RVBD_2733c
3047570	3051434	-	3	RVBD_2735c, RVBD_2736c, RVBD_2737c
3051816	3053199	-	2	RVBD_2738c, RVBD_2739c
3056430	3058073	-	2	RVBD_2743c, RVBD_2744c
3062515	3064538	+	3	RVBD_2749, RVBD_2750, RVBD_2751
3064525	3067134	-	2	RVBD_2752c, RVBD_2753c
3068199	3070093	-	2	RVBD_2755c, RVBD_2756c
3070180	3073066	-	6	RVBD_2757c, RVBD_2758c, RVBD_2759c, RVBD_2760c, RVBD_2761c, RVBD_2762c
3075598	3076730	-	2	RVBD_2766c, RVBD_2767c
3080591	3082766	-	5	RVBD_2771c, RVBD_2771Ac, RVBD_2772c, RVBD_2773c, RVBD_2774c
3085723	3086764	-	2	RVBD_2778c, RVBD_2779c
3089055	3092607	-	2	RVBD_2782c, RVBD_2783c
3092961	3093758	-	2	RVBD_2784c, RVBD_2785c
3097716	3102172	-	4	RVBD_2789c, RVBD_2790c, RVBD_2791c, RVBD_2792c
3102374	3104921	-	3	RVBD_2793c, RVBD_2794c, RVBD_2795c
3105066	3107647	-	3	RVBD_2796c, RVBD_2797c, RVBD_2798c
3107778	3110075	+	2	RVBD_2799, RVBD_2800
3110177	3110747	-	2	RVBD_2801c, RVBD_2801Ac
3112877	3113469	+	2	RVBD_2805, RVBD_2806
3116828	3119046	+	2	RVBD_2812, RVBD_2813
3123635	3126154	-	3	RVBD_2816c, RVBD_2817c, RVBD_2818c
3126250	3132724	-	6	RVBD_2819c, RVBD_2820c, RVBD_2821c, RVBD_2822c, RVBD_2823c, RVBD_2824c
3133719	3135493	-	2	RVBD_2826c, RVBD_2827c
3135798	3137234	-	4	RVBD_2828c, RVBD_2828Ac, RVBD_2829c, RVBD_2830c
3138109	3142232	-	4	RVBD_2832c, RVBD_2833c, RVBD_2834c, RVBD_2835c
3142319	3147883	-	4	RVBD_2836c, RVBD_2837c, RVBD_2838c, RVBD_2839c
3148395	3149986	-	2	RVBD_2841c, RVBD_2842c
3150181	3151211	+	2	RVBD_2843, RVBD_2844
3153049	3155881	-	2	RVBD_2846c, RVBD_2847c
3156158	3160531	-	4	RVBD_2848c, RVBD_2849c, RVBD_2850c, RVBD_2851c
3162278	3166594	+	3	RVBD_2853, RVBD_2854, RVBD_2855
3167878	3168437	+	2	RVBD_2856A, RVBD_2856B
3168593	3173010	-	4	RVBD_2857c, RVBD_2858c, RVBD_2859c, RVBD_2860c
3174757	3175382	+	2	RVBD_2862A, RVBD_2863
3177547	3178095	+	2	RVBD_2865, RVBD_2866
3179378	3183021	-	3	RVBD_2868c, RVBD_2869c, RVBD_2870c
3183148	3183835	+	2	RVBD_2871, RVBD_2872
3184673	3186944	+	2	RVBD_2873A, RVBD_2874
3188018	3189407	-	2	RVBD_2877c, RVBD_2878c
3190711	3192317	-	3	RVBD_2881c, RVBD_2882c, RVBD_2882Ac
3194176	3196442	-	2	RVBD_2885c, RVBD_2886c
3196874	3199992	-	3	RVBD_2888c, RVBD_2889c, RVBD_2890c
3204391	3208338	-	4	RVBD_2895c, RVBD_2896c, RVBD_2897c, RVBD_2898c
3208586	3211755	-	2	RVBD_2899c, RVBD_2900c
3212172	3213864	-	2	RVBD_2902c, RVBD_2903c
3215675	3217653	-	4	RVBD_2906c, RVBD_2907c, RVBD_2908c, RVBD_2909c
3219284	3221708	-	2	RVBD_2912c, RVBD_2913c
3223578	3226295	-	2	RVBD_2915c, RVBD_2916c
3230748	3232516	-	2	RVBD_2919c, RVBD_2920c
3234199	3238509	-	3	RVBD_2922c, RVBD_2922A, RVBD_2923c
3239839	3241181	-	2	RVBD_2925c, RVBD_2926c
3242208	3243291	+	2	RVBD_2928, RVBD_2929
3243707	3274912	+	9	RVBD_2930, RVBD_2931, RVBD_2932, RVBD_2933, RVBD_2934, RVBD_2935, RVBD_2936, RVBD_2937, RVBD_2938
3283345	3287842	+	2	RVBD_2941, RVBD_2942
3291513	3302465	-	5	RVBD_2946c, RVBD_2947c, RVBD_2948c, RVBD_2949c, RVBD_2950c
3304451	3306545	+	2	RVBD_2952, RVBD_2953
3319673	3324486	-	3	RVBD_2967c, RVBD_2968c, RVBD_2969c
3325944	3326959	+	2	RVBD_2970A, RVBD_2971
3327033	3331622	-	4	RVBD_2972c, RVBD_2973c, RVBD_2974c, RVBD_2975c
3332081	3335758	-	4	RVBD_2976c, RVBD_2977c, RVBD_2978c, RVBD_2979c
3344043	3346085	-	2	RVBD_2987c, RVBD_2988c
3348815	3351129	-	2	RVBD_2992c, RVBD_2993c
3352468	3355079	-	2	RVBD_2995c, RVBD_2996c
3359595	3362996	-	3	RVBD_3001c, RVBD_3002c, RVBD_3003c
3367274	3369864	-	2	RVBD_3009c, RVBD_3010c
3369960	3371740	-	2	RVBD_3011c, RVBD_3012c
3372555	3375674	-	2	RVBD_3014c, RVBD_3015c
3378721	3379339	-	2	RVBD_3019c, RVBD_3020c
3379386	3381007	-	2	RVBD_3021c, RVBD_3022A
3382796	3385077	-	2	RVBD_3024c, RVBD_3025c
3385174	3386930	-	2	RVBD_3026c, RVBD_3027c
3387086	3388881	-	2	RVBD_3028c, RVBD_3029c
3389112	3393212	+	4	RVBD_3030, RVBD_3031, RVBD_3032, RVBD_3032A
3398436	3404932	-	6	RVBD_3038c, RVBD_3039c, RVBD_3040c, RVBD_3041c, RVBD_3042c, RVBD_3043c
3412096	3415351	-	4	RVBD_3051c, RVBD_3052c, RVBD_3053c, RVBD_3053Ac
3416078	3417742	+	2	RVBD_3055, RVBD_3056
3430384	3431312	+	2	RVBD_3065, RVBD_3066
3433689	3435570	+	3	RVBD_3069, RVBD_3070, RVBD_3071
3435795	3436682	-	2	RVBD_3072c, RVBD_3073c
3439069	3441751	+	3	RVBD_3076, RVBD_3077, RVBD_3078
3448501	3457269	+	7	RVBD_3083, RVBD_3084, RVBD_3085, RVBD_3086, RVBD_3087, RVBD_3088, RVBD_3089
3458208	3460804	+	2	RVBD_3090, RVBD_3091
3460811	3463888	-	3	RVBD_3092c, RVBD_3093c, RVBD_3094c
3468410	3471366	-	4	RVBD_3099c, RVBD_3100c, RVBD_3101c, RVBD_3102c
3471410	3473901	-	3	RVBD_3103c, RVBD_3104c, RVBD_3105c
3478776	3479948	+	3	RVBD_3110, RVBD_3111, RVBD_3112
3480071	3481286	+	2	RVBD_3113, RVBD_3114
3482773	3486171	+	5	RVBD_3116, RVBD_3117, RVBD_3118, RVBD_3119, RVBD_3120
3488086	3489060	+	2	RVBD_3122, RVBD_3123
3497526	3500746	-	3	RVBD_3132c, RVBD_3133c, RVBD_3134c
3503390	3505280	+	2	RVBD_3137, RVBD_3138
3505360	3507992	+	2	RVBD_3139, RVBD_3140
3511679	3519163	+	7	RVBD_3145, RVBD_3146, RVBD_3147, RVBD_3148, RVBD_3149, RVBD_3150, RVBD_3151
3519279	3527382	+	7	RVBD_3152, RVBD_3153, RVBD_3154, RVBD_3155, RVBD_3156, RVBD_3157, RVBD_3158
3529335	3531135	-	2	RVBD_3160c, RVBD_3161c
3531205	3535348	-	5	RVBD_3162c, RVBD_3163c, RVBD_3164c, RVBD_3165c, RVBD_3166c
3536099	3538359	+	2	RVBD_3168, RVBD_3169
3542135	3544344	+	2	RVBD_3174, RVBD_3175
3549251	3550140	-	2	RVBD_3180c, RVBD_3181c
3550371	3551041	+	2	RVBD_3182, RVBD_3183
3554295	3555259	+	2	RVBD_3188, RVBD_3189
3556852	3557281	+	2	RVBD_3190A, RVBD_3190B
3559560	3560207	+	2	RVBD_3192, RVBD_3192A
3564361	3566684	+	2	RVBD_3195, RVBD_3196
3573728	3580197	-	2	RVBD_3201c, RVBD_3202c
3580283	3581616	+	3	RVBD_3202A, RVBD_3203, RVBD_3204
3581623	3583706	-	2	RVBD_3205c, RVBD_3206c
3587794	3590613	+	2	RVBD_3211, RVBD_3212
3591643	3593369	+	2	RVBD_3214, RVBD_3215
3593801	3594291	-	2	RVBD_3217c, RVBD_3217Ac
3596026	3597763	-	2	RVBD_3220c, RVBD_3221c
3598048	3599548	-	3	RVBD_3221A, RVBD_3222c, RVBD_3223c
3599848	3601016	+	3	RVBD_3224, RVBD_3224A, RVBD_3224B
3603374	3605715	+	2	RVBD_3227, RVBD_3228
3608361	3611186	-	4	RVBD_3231c, RVBD_3232c, RVBD_3233c, RVBD_3234c
3611956	3613600	-	2	RVBD_3236c, RVBD_3237c
3621567	3623088	-	2	RVBD_3242c, RVBD_3243c
3623156	3626610	-	2	RVBD_3244c, RVBD_3245c
3629749	3631985	-	4	RVBD_3249c, RVBD_3250c, RVBD_3251c, RVBD_3252c
3635038	3638706	-	3	RVBD_3255c, RVBD_3256c, RVBD_3257c
3640540	3643024	+	3	RVBD_3261, RVBD_3262, RVBD_3262A
3644895	3647806	-	3	RVBD_3264c, RVBD_3265c, RVBD_3266c
3647882	3650106	+	2	RVBD_3267, RVBD_3268
3650231	3652679	+	2	RVBD_3269, RVBD_3270
3653445	3656928	+	2	RVBD_3272, RVBD_3273
3656917	3659921	-	3	RVBD_3274c, RVBD_3275c, RVBD_3276c
3662059	3664884	+	3	RVBD_3280, RVBD_3281, RVBD_3282
3664925	3666246	+	2	RVBD_3283, RVBD_3284
3668166	3669385	-	2	RVBD_3286c, RVBD_3287c
3669583	3671791	-	3	RVBD_3288c, RVBD_3289c, RVBD_3290c
3672325	3675083	+	2	RVBD_3292, RVBD_3293
3676772	3682084	+	2	RVBD_3296, RVBD_3297
3682107	3687574	-	4	RVBD_3298c, RVBD_3299c, RVBD_3300c, RVBD_3301c
3687682	3690935	-	2	RVBD_3302c, RVBD_3303c
3691810	3694160	-	2	RVBD_3305c, RVBD_3306c
3694225	3696639	+	2	RVBD_3307, RVBD_3308
3697369	3699554	+	2	RVBD_3310, RVBD_3311
3699575	3700697	-	2	RVBD_3312c, RVBD_3312Xc
3701258	3704036	-	3	RVBD_3313c, RVBD_3314c, RVBD_3315c
3704273	3705042	+	2	RVBD_3316, RVBD_3317
3705171	3707734	+	2	RVBD_3318, RVBD_3319
3707813	3708487	-	2	RVBD_3320c, RVBD_3321c
3708609	3710568	-	4	RVBD_3322c, RVBD_3323c, RVBD_3324c, RVBD_3324A
3717261	3719917	+	2	RVBD_3331, RVBD_3332
3720930	3721868	+	2	RVBD_3333A, RVBD_3334
3721902	3723802	-	2	RVBD_3335c, RVBD_3336c
3723827	3724719	+	2	RVBD_3337, RVBD_3338
3724786	3726267	-	2	RVBD_3339c, RVBD_3339Ac
3726298	3729526	+	3	RVBD_3340, RVBD_3341, RVBD_3342
3743882	3753884	-	2	RVBD_3347c, RVBD_3347Ac
3769685	3770820	-	2	RVBD_3355c, RVBD_3356c
3770944	3771473	+	2	RVBD_3357, RVBD_3358
3773187	3777672	-	5	RVBD_3361c, RVBD_3362c, RVBD_3363c, RVBD_3364c, RVBD_3365c
3787906	3790228	+	3	RVBD_3373, RVBD_3374, RVBD_3375
3791028	3795047	-	3	RVBD_3377c, RVBD_3378c, RVBD_3379c
3796628	3798669	-	2	RVBD_3382c, RVBD_3383c
3799423	3800123	-	2	RVBD_3384c, RVBD_3385c
3800272	3801643	+	2	RVBD_3386, RVBD_3387
3809622	3811816	-	2	RVBD_3394c, RVBD_3395c
3812681	3816286	-	3	RVBD_3396c, RVBD_3397c, RVBD_3398c
3817419	3820582	+	2	RVBD_3400, RVBD_3401
3820628	3822071	-	2	RVBD_3401Ac, RVBD_3402c
3822442	3824764	-	2	RVBD_3403c, RVBD_3404c
3825510	3827138	+	3	RVBD_3406, RVBD_3407, RVBD_3408
3828963	3831699	-	2	RVBD_3410c, RVBD_3411c
3832326	3834701	-	3	RVBD_3413c, RVBD_3414c, RVBD_3415c
3837735	3841600	-	5	RVBD_3419c, RVBD_3420c, RVBD_3421c, RVBD_3422c, RVBD_3423c
3843216	3844045	+	2	RVBD_3426, RVBD_3426A
3849406	3850319	-	2	RVBD_3430Dc, RVBD_3431c
3850552	3854973	-	4	RVBD_3432c, RVBD_3433c, RVBD_3434c, RVBD_3435c
3857091	3858419	+	2	RVBD_3437, RVBD_3438
3858439	3860156	-	2	RVBD_3439c, RVBD_3440c
3861675	3862570	-	2	RVBD_3442c, RVBD_3443c
3862803	3868417	-	4	RVBD_3444c, RVBD_3445c, RVBD_3446c, RVBD_3447c
3868531	3871298	+	2	RVBD_3448, RVBD_3449
3876231	3878686	-	3	RVBD_3455c, RVBD_3456c, RVBD_3457c
3878838	3880249	-	3	RVBD_3458c, RVBD_3459c, RVBD_3460c
3880465	3880832	-	2	RVBD_3461c, RVBD_3462c
3882016	3883621	+	2	RVBD_3464, RVBD_3465
3883704	3885096	+	2	RVBD_3466, RVBD_3467
3885154	3887262	-	2	RVBD_3468c, RVBD_3469c
3887323	3889520	-	2	RVBD_3470c, RVBD_3471c
3894272	3895786	+	2	RVBD_3477, RVBD_3478
3908251	3909917	+	2	RVBD_3489, RVBD_3490
3910644	3921040	-	10	RVBD_3492c, RVBD_3493c, RVBD_3494c, RVBD_3495c, RVBD_3496c, RVBD_3497c, RVBD_3498c, RVBD_3499c, RVBD_3500c, RVBD_3501c
3921266	3922435	-	2	RVBD_3502c, RVBD_3503c
3922650	3924998	+	2	RVBD_3504, RVBD_3505
3937056	3939436	-	2	RVBD_3509c, RVBD_3510c
3957700	3960892	+	3	RVBD_3521, RVBD_3522, RVBD_3523
3962618	3964233	+	2	RVBD_3526, RVBD_3527
3966063	3969123	-	3	RVBD_3529c, RVBD_3530c, RVBD_3531c
