Start	Stop	Strand	Number of Genes	Genes
2678935	2683356	-	3	Elen_2281, Elen_2282, Elen_2283
2696392	2699037	-	3	Elen_2292, Elen_2293, Elen_2294
2701711	2704741	+	3	Elen_2298, Elen_2299, Elen_2300
2709682	2712619	-	3	Elen_2305, Elen_2306, Elen_2307
2712701	2716266	-	2	Elen_2308, Elen_2309
2717699	2719580	+	2	Elen_2312, Elen_2313
2719564	2723163	-	2	Elen_2314, Elen_2315
2724844	2728706	+	4	Elen_2318, Elen_2319, Elen_2320, Elen_2321
2729572	2733388	+	2	Elen_2323, Elen_2324
2736603	2738399	-	2	Elen_2326, Elen_2327
2745069	2748840	-	2	Elen_2333, Elen_2334
2752924	2755723	-	2	Elen_2338, Elen_2339
2756778	2760331	-	3	Elen_2341, Elen_2342, Elen_2343
2761722	2762295	-	2	Elen_2345, Elen_2346
2764467	2766181	+	2	Elen_2348, Elen_2349
2766925	2767966	-	2	Elen_2351, Elen_2352
2775722	2776361	-	2	Elen_2358, Elen_2359
2780635	2782952	-	2	Elen_2362, Elen_2363
2783110	2783858	-	2	Elen_2364, Elen_2365
2784486	2786079	+	2	Elen_2366, Elen_2367
2786037	2788310	-	3	Elen_2368, Elen_2369, Elen_2370
2788966	2793292	-	3	Elen_2372, Elen_2373, Elen_2374
2793750	2796180	-	3	Elen_2375, Elen_2376, Elen_2377
2796445	2798174	+	2	Elen_2378, Elen_2379
2798549	2800049	-	3	Elen_2380, Elen_2381, Elen_2382
2800112	2804502	-	3	Elen_2383, Elen_2384, Elen_2385
2805076	2807382	-	3	Elen_2387, Elen_2388, Elen_2389
2807694	2809295	-	2	Elen_2390, Elen_2391
2813167	2817215	-	2	Elen_2395, Elen_2396
2817400	2818725	-	2	Elen_2397, Elen_2398
2820699	2821880	-	2	Elen_2401, Elen_2402
2822021	2826299	-	3	Elen_2403, Elen_2404, Elen_2405
2827018	2829441	-	3	Elen_2406, Elen_2407, Elen_2408
2833719	2835712	+	2	Elen_2415, Elen_2416
2836917	2844925	+	8	Elen_2418, Elen_2419, Elen_2420, Elen_2421, Elen_2422, Elen_2423, Elen_2424, Elen_2425
2844978	2848214	+	3	Elen_2426, Elen_2427, Elen_2428
2852123	2853516	+	2	Elen_2432, Elen_2433
2854712	2857383	-	2	Elen_2435, Elen_2436
2857578	2859637	-	2	Elen_2437, Elen_2438
2860770	2865998	-	6	Elen_2440, Elen_2441, Elen_2442, Elen_2443, Elen_2444, Elen_2445
2866253	2868415	-	3	Elen_2446, Elen_2447, Elen_2448
2872776	2876132	-	2	Elen_2452, Elen_2453
2876399	2877748	-	2	Elen_2454, Elen_2455
2880177	2882237	-	2	Elen_2458, Elen_2459
2886000	2888818	-	2	Elen_2464, Elen_2465
2890897	2891758	+	2	Elen_2467, Elen_2468
2893075	2894787	-	2	Elen_2470, Elen_2471
2900512	2903689	+	3	Elen_2477, Elen_2478, Elen_2479
2927461	2928977	-	2	Elen_2497, Elen_2498
2936045	2938736	+	4	Elen_2507, Elen_2508, Elen_2509, Elen_2510
2947945	2949599	-	2	Elen_2519, Elen_2520
2955563	2957189	-	2	Elen_2525, Elen_2526
2957948	2960290	-	2	Elen_2528, Elen_2529
2969638	2975982	-	6	Elen_2537, Elen_2538, Elen_2539, Elen_2540, Elen_2541, Elen_2542
2978547	2982970	-	5	Elen_2546, Elen_2547, Elen_2548, Elen_2549, Elen_2550
2983336	2986485	-	4	Elen_2551, Elen_2552, Elen_2553, Elen_2554
2989936	2992019	-	2	Elen_2556, Elen_2557
2996374	2998481	-	2	Elen_2562, Elen_2563
2998692	3001382	-	3	Elen_2564, Elen_2565, Elen_2566
3003190	3005234	-	2	Elen_2568, Elen_2569
3005288	3008171	-	2	Elen_2570, Elen_2571
3008547	3009717	-	2	Elen_2572, Elen_2573
3013127	3017222	-	2	Elen_2576, Elen_2577
3019497	3023177	-	3	Elen_2581, Elen_2582, Elen_2583
3026993	3029070	-	2	Elen_2587, Elen_2588
3031711	3033964	-	3	Elen_2591, Elen_2592, Elen_2593
3034166	3034651	+	2	Elen_2594, Elen_2595
3034746	3036319	+	4	Elen_2596, Elen_2597, Elen_2598, Elen_2599
3036367	3045121	+	17	Elen_2600, Elen_2601, Elen_2602, Elen_2603, Elen_2604, Elen_2605, Elen_2606, Elen_2607, Elen_2608, Elen_2609, Elen_2610, Elen_2611, Elen_2612, Elen_2613, Elen_2614, Elen_2615, Elen_2616
3045360	3046207	+	4	Elen_2618, Elen_2619, Elen_2620, Elen_2621
3046346	3051070	+	4	Elen_2622, Elen_2623, Elen_2624, Elen_2625
3051254	3054987	+	8	Elen_2626, Elen_2627, Elen_2628, Elen_2629, Elen_2630, Elen_2631, Elen_2632, Elen_2633
3055087	3063585	+	8	Elen_2634, Elen_2635, Elen_2636, Elen_2637, Elen_2638, Elen_2639, Elen_2640, Elen_2641
3066035	3068212	+	5	Elen_2645, Elen_2646, Elen_2647, Elen_2648, Elen_2649
3077389	3079049	-	2	Elen_2658, Elen_2659
3083998	3084573	-	2	Elen_2664, Elen_2665
3087788	3090614	-	3	Elen_2668, Elen_2669, Elen_2670
3092114	3094494	+	2	Elen_2672, Elen_2673
3095132	3097127	+	2	Elen_2675, Elen_2676
3102450	3107813	-	2	Elen_2682, Elen_2683
3110822	3111585	-	2	Elen_2686, Elen_2687
3113396	3115701	-	2	Elen_2689, Elen_2690
3118047	3119434	+	2	Elen_2692, Elen_2693
3121924	3124274	-	2	Elen_2696, Elen_2697
3128464	3130804	-	2	Elen_2701, Elen_2702
3133112	3134989	-	2	Elen_2705, Elen_2706
3142741	3144700	+	2	Elen_2714, Elen_2715
3144826	3146519	-	2	Elen_2716, Elen_2717
3148003	3154454	-	3	Elen_2719, Elen_2720, Elen_2721
3159145	3161557	+	2	Elen_2726, Elen_2727
3161753	3163316	+	2	Elen_2728, Elen_2729
3166622	3167965	+	2	Elen_2731, Elen_2732
3185357	3186969	-	2	Elen_2746, Elen_2747
3187086	3189429	-	2	Elen_2748, Elen_2749
3192632	3195544	-	2	Elen_2753, Elen_2754
3203088	3204618	-	2	Elen_2760, Elen_2761
3206417	3208608	-	3	Elen_2763, Elen_2764, Elen_2765
3208774	3212855	-	3	Elen_2766, Elen_2767, Elen_2768
3214227	3215091	+	2	Elen_2770, Elen_2771
3227097	3229473	-	2	Elen_2781, Elen_2782
3231087	3233062	-	2	Elen_2784, Elen_2785
3234938	3238024	+	2	Elen_2787, Elen_2788
3238207	3239681	+	2	Elen_2789, Elen_2790
3240025	3241762	-	2	Elen_2791, Elen_2792
3252105	3252766	-	2	Elen_2801, Elen_2802
3253006	3256146	-	6	Elen_2803, Elen_2804, Elen_2805, Elen_2806, Elen_2807, Elen_2808
3261733	3263446	+	2	Elen_2814, Elen_2815
3276755	3278683	-	2	Elen_2822, Elen_2823
3286664	3287688	-	2	Elen_2829, Elen_2830
3287845	3289416	-	2	Elen_2831, Elen_2832
3289615	3291174	-	2	Elen_2833, Elen_2834
3294658	3295178	+	2	Elen_2837, Elen_2838
3295231	3296123	-	2	Elen_2839, Elen_2840
3298224	3306408	-	6	Elen_2842, Elen_2843, Elen_2844, Elen_2845, Elen_2846, Elen_2847
3308426	3312471	-	2	Elen_2851, Elen_2852
3314204	3317370	-	2	Elen_2854, Elen_2855
3319016	3324754	-	6	Elen_2857, Elen_2858, Elen_2859, Elen_2860, Elen_2861, Elen_2862
3331148	3332372	+	3	Elen_2869, Elen_2870, Elen_2871
3332454	3334149	-	2	Elen_2872, Elen_2873
3334228	3337725	-	2	Elen_2874, Elen_2875
3338398	3345975	-	5	Elen_2877, Elen_2878, Elen_2879, Elen_2880, Elen_2881
3358613	3360708	-	2	Elen_2892, Elen_2893
3360839	3365423	-	3	Elen_2894, Elen_2895, Elen_2896
3367462	3368459	+	2	Elen_2899, Elen_2900
3368466	3374179	-	4	Elen_2901, Elen_2902, Elen_2903, Elen_2904
3377879	3379086	+	2	Elen_2908, Elen_2909
3382024	3383378	-	2	Elen_2913, Elen_2914
3385972	3390364	-	4	Elen_2917, Elen_2918, Elen_2919, Elen_2920
3409966	3412915	-	4	Elen_2935, Elen_2936, Elen_2937, Elen_2938
3419817	3424992	-	4	Elen_2945, Elen_2946, Elen_2947, Elen_2948
3425363	3426068	-	2	Elen_2949, Elen_2950
3427953	3430150	-	3	Elen_2953, Elen_2954, Elen_2955
3435766	3437260	-	2	Elen_2961, Elen_2962
3442522	3444482	-	2	Elen_2967, Elen_2968
3455375	3458670	-	2	Elen_2976, Elen_2977
3465894	3467634	-	2	Elen_2985, Elen_2986
3468505	3470829	-	3	Elen_2988, Elen_2989, Elen_2990
3494077	3496370	+	2	Elen_3009, Elen_3010
3499263	3502209	-	4	Elen_3013, Elen_3014, panB, Elen_3016
3514154	3517026	-	3	Elen_3026, Elen_3027, Elen_3028
3517373	3522535	-	3	Elen_3029, Elen_3030, Elen_3031
3526934	3528434	-	2	Elen_3035, Elen_3036
3532022	3537659	+	4	Elen_3039, Elen_3040, Elen_3041, Elen_3042
3544901	3546282	-	2	Elen_3048, Elen_3049
3546413	3549556	-	2	Elen_3050, Elen_3051
3549805	3551314	-	2	Elen_3052, Elen_3053
3551439	3553833	-	2	Elen_3054, Elen_3055
3554000	3557163	-	3	Elen_3056, Elen_3057, Elen_3058
3559095	3560022	-	2	Elen_3061, Elen_3062
3561657	3564346	-	2	Elen_3064, Elen_3065
3566660	3570681	-	3	Elen_3068, Elen_3069, Elen_3070
3570762	3573394	-	2	Elen_3071, Elen_3072
3584586	3585734	-	2	Elen_3083, Elen_3084
3586236	3587818	+	2	Elen_3085, Elen_3086
3588222	3590395	-	2	Elen_3087, Elen_3088
3591222	3594826	-	2	Elen_3090, Elen_3091
3608887	3609924	+	2	Elen_3102, Elen_3103
3610206	3611865	+	2	Elen_3104, Elen_3105
3612097	3614279	+	3	Elen_3106, Elen_3107, Elen_3108
3618247	3622494	-	2	Elen_3111, Elen_3112
3629429	3630773	-	2	Elen_3120, Elen_3121
3630820	3631391	-	2	Elen_3122, Elen_3123
