Start	Stop	Strand	Number of Genes	Genes
2499320	2500693	+	2	STM14_2881, ackA
2504701	2508158	-	4	STM14_2885, STM14_2886, ulaA_2, STM14_2888
2513683	2515860	-	3	hisP, hisM, hisQ
2518134	2520136	-	2	ubiX, STM14_2904
2520200	2522726	-	2	STM14_2905, STM14_2906
2525888	2528102	-	3	purF, cvpA, STM14_2911
2528242	2530174	-	2	dedD, folC
2532014	2533839	-	2	truA, usg
2538467	2539353	+	2	STM14_2924, STM14_2925
2543600	2548146	-	6	yfcL, yfcM, yfcA, mepA, aroC, yfcB
2549657	2553114	-	2	fadJ, fadI
2558813	2563363	-	3	pgtA, pgtB, pgtC
2573587	2574770	+	2	STM14_2959, STM14_2960
2580905	2581661	+	2	yfeC, yfeD
2590333	2592568	-	2	STM14_2981, ligA
2594783	2595923	+	2	cysK, STM14_2986
2598870	2599972	-	2	STM14_2992, pdxK
2600055	2602081	+	2	ptsJ, yfeJ
2602140	2603072	+	2	yfeK, yfeL
2604182	2607993	-	4	cysA, cysW, cysU, cysP
2610811	2611672	-	2	yfeZ, STM14_3007
2611885	2614006	+	3	amiA, hemF, STM14_3010
2616712	2622802	-	6	eutK, eutL, eutC, eutB, eutA, eutH
2622922	2626651	-	4	eutG, eutJ, eutE, eutN
2627095	2630402	-	5	eutD, eutT, eutQ, eutP, eutS
2630883	2631486	-	2	tnpA_8, STM14_3030
2634082	2637052	+	2	talA, tktB
2637115	2638516	-	3	STM14_3035, STM14_3036, ypfG
2648886	2650601	+	3	yffB, dapE, STM14_3047
2650628	2653525	-	2	ypfI, STM14_3049
2654544	2656473	-	2	nlpB, dapA
2656619	2657661	+	2	gcvR, bcp
2657708	2658191	-	2	STM14_3055, STM14_3056
2659523	2661385	+	2	STM14_3058, yfgD
2664610	2666300	+	2	purM, purN
2666489	2670101	+	2	ppk, ppx
2685671	2685857	+	2	STM14_3079, STM14_3080
2702529	2702920	-	2	STM14_3087, yfgJ
2704600	2707697	-	3	yfgL, yfgM, hisS
2707808	2709957	-	2	ispG, yfgA
2710094	2711415	-	2	STM14_3096, yfgB
2712174	2716870	-	4	STM14_3100, STM14_3101, STM14_3102, STM14_3103
2716999	2724249	-	2	pbpC, STM14_3105
2729200	2732127	-	4	yfhJ, fdx, hscA, hscB
2732323	2734303	-	3	iscA, nifU, nifS
2737996	2740885	+	3	asrA, asrB, asrC
2740886	2742501	-	2	STM14_3129, STM14_3130
2755627	2759169	-	3	yfhA, yfhG, yfhK
2763716	2765494	+	2	STM14_3146, yfhD
2765545	2769025	-	4	yfhC, yfhB, STM14_3150, murQ
2770028	2772163	-	2	STM14_3153, STM14_3154
2772279	2773503	+	2	STM14_3155, yfhL
2773615	2777060	-	5	acpS, pdxJ, recO, era, rnc
2777334	2780124	-	2	lepB, lepA
2784866	2788627	-	3	STM14_3168, STM14_3169, STM14_3170
2788681	2792324	-	2	STM14_3171, STM14_3172
2792386	2798512	-	7	STM14_3173, STM14_3174, STM14_3175, STM14_3176, STM14_3177, STM14_3178, STM14_3179
2798563	2799718	-	2	STM14_3180, STM14_3181
2801006	2801995	-	2	STM14_3183, STM14_3184
2803511	2809569	-	6	STM14_3187, STM14_3188, STM14_3189, STM14_3190, STM14_3191, STM14_3192
2810493	2811728	-	3	STM14_3194, STM14_3195, STM14_3196
2813600	2814285	-	2	STM14_3201, STM14_3202
2814436	2816883	-	6	STM14_3203, STM14_3204, STM14_3205, STM14_3206, STM14_3207, STM14_3208
2818285	2820573	-	3	STM14_3212, STM14_3213, STM14_3214
2820665	2821259	-	2	STM14_3215, STM14_3216
2821795	2823675	+	3	STM14_3218, STM14_3219, STM14_3220
2824017	2824662	+	3	STM14_3221, STM14_3222, STM14_3223
2824789	2828836	+	2	STM14_3224, STM14_3225
2831002	2834177	-	7	STM14_3230, rseC, rseB, rseA, rpoE, STM14_3235, STM14_3236
2835869	2836725	-	2	yfiC, STM14_3239
2843714	2847844	+	3	yfiQ, STM14_3249, pssA
2858736	2860444	-	2	yfiH, rluD
2861585	2862097	+	2	yfiA, STM14_3267
2864261	2866462	-	2	tyrA, aroF
2866902	2868633	+	2	yfiR, yfiN
2869990	2870805	-	2	rimM, rpsP
2872506	2873437	+	2	STM14_3282, corE
2879362	2880251	-	3	STM14_3291, yfjF, yfjG
2893036	2897793	+	3	STM14_3298, STM14_3299, STM14_3300
2903475	2905795	+	2	STM14_3307, STM14_3308
2908421	2908954	-	2	STM14_3312, STM14_3313
2909446	2912339	+	4	STM14_3315, STM14_3316, STM14_3317, STM14_3318
2913910	2915974	-	3	STM14_3320, STM14_3321, STM14_3322
2928020	2930637	-	2	STM14_3333, STM14_3334
2930916	2932078	+	2	STM14_3335, STM14_3336
2941571	2943782	+	2	iroD, iroE
2949636	2950726	+	2	STM14_3353, mig-14
2951059	2951355	+	2	STM14_3356, STM14_3357
2952594	2954670	-	2	tctE, tctD
2954825	2957773	+	3	STM14_3361, STM14_3362, STM14_3363
2957937	2963115	+	5	STM14_3364, STM14_3365, ygaF, gabD, gabT
2966276	2967112	+	2	STM14_3374, ygaP
2968220	2969009	+	3	STM14_3378, STM14_3379, STM14_3380
2969044	2969494	-	2	ygaC, STM14_3382
2971389	2971993	+	2	STM14_3385, STM14_3386
2972092	2975831	+	4	nrdH, nrdI, nrdE, nrdF
2976186	2978445	+	2	proV, proW
2978515	2979632	+	2	proX, STM14_3394
2982013	2984740	+	2	emrA, emrB
2988803	2989791	-	2	yqaA, yqaB
2994269	2994972	-	2	STM14_3415, recX
2998543	3001239	+	4	srlA, srlE, slrB, srlD
3001872	3003603	+	2	srlR, gutQ
3005306	3007875	+	2	STM14_3431, ygbD
3007751	3011006	-	5	STM14_3433, hypF, STM14_3435, hydN, STM14_3437
3011104	3019823	-	11	STM14_3438, hycI, hycH, hycG, hycF, hycE, hycD, hycC, hycB, STM14_3447, hycA
3019869	3020389	+	2	STM14_3449, hypA_1
3020458	3023721	+	4	hypB, hypC, hypD, hypE
3026606	3030037	+	4	sitA, sitB, sitC, sitD
3033576	3037757	-	7	orgC, orgB, orgA, prgK, prgJ, prgI, prgH
3040093	3042254	+	2	hilA, iagB
3042308	3044605	-	3	sptP, sicP, STM14_3479
3044649	3048023	-	3	iacP, sipA, sipD
3048094	3051632	-	3	sipC, sipB, sicA
3051770	3064268	-	13	spaS, spaR, spaQ, spaP, spaO, invJ, invI, invC, invB, invA, invE, invG, invF
3065500	3066281	+	2	STM14_3500, STM14_3501
3067569	3068383	+	2	STM14_3505, STM14_3506
3073139	3074724	-	2	STM14_3512, STM14_3513
3075786	3081864	-	6	STM14_3515, STM14_3516, ygbM, ygbL, ygbK, ygbJ
3083419	3085686	+	3	STM14_3523, STM14_3524, STM14_3525
3088095	3092120	-	7	pcm, surE, truD, ispF, ispD, ftsB, STM14_3535
3092213	3095536	-	4	ygbE, cysC, cysN, cysD
3098420	3106879	-	8	ygbF, STM14_3542, ygcH, STM14_3544, yghJ, STM14_3546, STM14_3547, ygcB
3109175	3112686	-	2	cysI, cysJ
3121988	3122525	-	2	STM14_3562, STM14_3563
3130349	3134405	-	3	gudD, ygcY, gudT
3134886	3136465	-	3	STM14_3572, yqcB, yqcC
3138652	3140165	+	2	ygdH, STM14_3579
3144205	3146126	-	3	STM14_3585, fucO, fucA
3149905	3151747	+	2	fucK, fucU
3152574	3154998	-	3	ygdE, ygdD, gcvA
3155765	3157413	+	2	csdA, ygdK
3157563	3158600	+	2	STM14_3600, STM14_3601
3164085	3172343	-	3	recD, recB, ptr
3172521	3177641	-	5	recC, ppdC, ygdB, ppdB, ppdA
3177826	3179657	-	3	thyA, lgt, STM14_3619
3179718	3182507	-	2	ptsP, ygdP
3183985	3184780	+	2	STM14_3628, ygdQ
3184950	3186399	+	3	ygdR, STM14_3631, tas
3186486	3189840	-	2	ygeD, aas
3190433	3192494	+	2	galR, STM14_3637
3198201	3199198	-	2	kduI, STM14_3645
3201708	3203561	+	3	STM14_3648, STM14_3649, STM14_3650
3205104	3206361	-	2	STM14_3653, STM14_3654
3206505	3208321	-	2	STM14_3655, stdC
3214295	3215070	-	2	STM14_3663, STM14_3664
3218358	3220961	-	2	lysS, prfB
3221088	3224460	-	3	recJ, dsbC, xerD
3225147	3225807	-	2	ygfX, ygfY
3225806	3227037	+	2	STM14_3680, ygfZ
3234312	3235821	-	2	gcvH, gcvT
3237604	3240699	-	3	ubiH, pepP, ygfB
3244595	3245885	+	3	STM14_3702, iciA, STM14_3704
3249831	3252062	-	2	pgk, epd
3252233	3255488	+	6	STM14_3711, STM14_3712, STM14_3713, STM14_3714, STM14_3715, STM14_3716
3260953	3264977	-	4	STM14_3723, STM14_3724, STM14_3725, STM14_3726
3268048	3270164	-	2	speA, yqgB
3275310	3277008	+	2	yggJ, gshB
3277224	3278203	+	2	yqgE, yqgF
3280066	3283372	+	5	yggS, yggT, yggU, yggV, yggW
3284603	3286557	-	3	ansB, STM14_3751, yggN
3286607	3287652	-	2	yggL, trmB
3287807	3289162	+	2	mutY, yggX
3293413	3294293	+	2	STM14_3763, yqgA
3294633	3297821	-	4	STM14_3766, STM14_3767, STM14_3768, STM14_3769
3300647	3301965	-	2	STM14_3772, STM14_3773
3303130	3307063	-	6	STM14_3776, STM14_3777, STM14_3778, STM14_3779, STM14_3780, STM14_3781
3307225	3308864	+	2	STM14_3782, STM14_3783
3308845	3309710	-	2	STM14_3784, STM14_3785
3314216	3315563	+	2	STM14_3794, STM14_3795
3315674	3318703	+	3	STM14_3796, STM14_3797, STM14_3798
3320598	3322571	-	2	gsp, STM14_3803
3323615	3325377	-	2	STM14_3805, STM14_3806
3325453	3332013	-	8	hybG, hypA_2, hybE, hybD, hybC, hybB, hybA, hypO
3335906	3336707	+	2	STM14_3821, STM14_3822
3337828	3339136	-	3	exbD, exbB, STM14_3826
3342234	3343551	+	2	STM14_3830, yqhD
3346180	3346789	+	2	STM14_3836, STM14_3837
3350874	3352674	+	2	STM14_3842, ygiK
3359050	3362089	+	5	ygiX, ygiY, STM14_3851, mdaB, ygiN
3362214	3366618	-	5	parE, yqiA, icc, yqiB, nudF
3366825	3368398	+	2	tolC, STM14_3860
3368507	3370347	+	2	ygiB, ygiC
3372754	3375933	+	3	STM14_3866, STM14_3867, STM14_3868
3378034	3380352	+	2	STM14_3873, yqiK
3392759	3396501	+	2	dnaG, rpoD
3402931	3404460	+	2	oat, STM14_3897
3413447	3414496	+	2	yqjA, yqjB
3415051	3416053	+	3	yqjD, yqjE, yqjK
3419266	3420155	+	2	yhaK, yhaL
3420268	3423043	-	2	yhaN, yhaO
3424685	3428221	-	2	tdcE, tdcD
3428287	3430628	-	2	tdcC, tdcB
3434706	3436392	-	2	garR, garL
3436575	3436776	+	2	STM14_3933, STM14_3934
3438733	3440524	-	2	STM14_3936, agaR
3440858	3442637	+	2	gatY_1, STM14_3940
3446511	3450103	+	4	yraM, yraN, yraO, yraP
3452219	3453240	-	2	yhbS, yhbT
3453457	3455339	+	2	yhbU, yhbV
3465228	3466573	-	2	truB, rbfA
3466794	3471479	-	3	infB, nusA, yhbC
3475591	3477769	-	2	glmM, folP
3477916	3478519	-	2	tnpA_9, STM14_3980
3482549	3484117	+	2	dacB, STM14_3987
3486397	3486985	-	2	rpmA, rplU
3490104	3493654	-	7	yrbA, STM14_3996, yrbB, yrbC, yrbD, yrbE, yrbF
3493867	3498258	+	6	yrbG, yrbH, yrbI, yrbK, yhbN, yhbG
3498306	3500049	+	2	rpoN, yhbH
3500704	3501827	+	2	yhbJ, ptsO
3502783	3504161	-	2	mtgA, yhbL
3508092	3508475	-	2	STM14_4018, STM14_4019
3508419	3514307	+	2	gltB, gltD
3514514	3518254	+	4	yhcG, STM14_4023, codB, STM14_4025
3518337	3520362	-	3	yhcH, nanK, nanE
3523943	3525087	-	2	sspB, sspA
3526302	3527138	-	2	rpsI, rplM
3531877	3535990	-	4	STM14_4042, oadB, oadA, oadG
3536146	3538963	-	3	STM14_4046, STM14_4047, STM14_4048
3539174	3541513	-	4	STM14_4049, STM14_4050, STM14_4051, mdh
3541795	3542397	+	2	STM14_4053, argR
3543899	3547015	-	3	yhcP, yhcQ, yhcR
3553746	3557350	-	4	cafA, maf_2, mreD, mreC
3561997	3563601	+	2	STM14_4072, STM14_4073
3563867	3565824	+	3	STM14_4075, accB, accC
3565933	3568509	+	3	yhdT, panF, prmA
3569170	3570457	+	2	yhdG, fis
3573927	3574753	-	2	envR, STM14_4088
3575003	3579285	+	2	acrE, acrF
3579521	3579922	+	2	yhdV, STM14_4093
3586870	3590662	-	6	yrdB, aroE_2, yrdC, yrdD, smg, smf
3590794	3592266	+	2	def, fmt
3592318	3595005	+	2	sun, trkA
3595823	3596627	-	2	zntR, yhdN
3597159	3599590	-	4	rpoA, rpsD, rpsK, rpsM
3599737	3605268	-	12	rpmJ_2, secY, rplO, rpmD, rpsE, rplR, rplF, rpsH, rpsN, rplE, rplX, rplN
3605432	3610388	-	11	rpsQ, rpmC, rplP, rpsC, rplV, rpsS, rplB, rplW, rplD, rplC, rpsJ
3611781	3613344	-	3	bfd, STM14_4148, tuf_1
3616693	3618452	-	4	yheL, yheM, yheN, yheO
3620858	3623425	-	3	yheV, kefB, yheR
3623551	3625598	+	2	STM14_4163, yheS
3626355	3627775	+	3	STM14_4167, yheT, yheU
3633618	3634972	-	3	pabA, fic, yhfG
3635785	3637111	+	2	STM14_4180, yhfC
3637374	3640240	+	2	nirB, nirD
3640506	3642700	+	2	nirC, cysG
3649055	3649658	-	2	tnpA_10, STM14_4190
3649991	3653421	-	5	STM14_4192, trpS, gph, rpe, dam
3657108	3660427	-	5	hofQ, yrfA, yrfB, yrfC, yrfD
3666279	3668262	+	3	yrfG, yrfH, hslO
3670342	3672080	+	2	STM14_4214, pckA
3672155	3674223	-	2	envZ, ompR
3677538	3680601	+	4	STM14_4220, feoA, feoB, yhgG
3685723	3690204	-	2	malQ, malP
3693591	3694129	-	2	STM14_4235, STM14_4236
3694238	3696478	-	2	rtcA, rtcB
3696823	3698491	-	2	STM14_4239, STM14_4240
3700146	3701828	-	3	glpR, STM14_4243, glpG
3703984	3706098	-	2	STM14_4247, STM14_4248
3712611	3721980	-	5	glgP, glgA, glgC, glgX, glgB
3722125	3723433	-	2	STM14_4259, asd
3723857	3725727	-	2	gntU, gntK
3729191	3729804	+	2	STM14_4270, yhhY
3730068	3732059	+	2	STM14_4272, STM14_4273
3732113	3734115	+	2	STM14_4274, STM14_4275
3735927	3736444	+	2	STM14_4277, yhhA
3736457	3739995	-	4	ugpQ, ugpC, ugpE, ugpA
3741634	3742226	-	2	STM14_4284, yhhV
3742352	3746031	-	4	livF, livG, livM, livH
3747622	3748117	+	2	yhhK, STM14_4293
3750725	3753919	-	3	ftsX, ftsE, ftsY
3754045	3754900	+	2	yhhF, yhhL
3765532	3770461	-	3	yhhJ, yhiH, yhiI
3776876	3779683	-	2	yhiQ, prlC
3805315	3818120	-	9	STM14_4352, yhjK, STM14_4354, yhjL, STM14_4356, yhjN, bcsA, yhjQ, yhjR
3818231	3821800	+	4	STM14_4361, yhjS, yhjT, yhjU
3824031	3829730	-	6	dppF, dppD, dppC, dppB, STM14_4374, dppA
3831669	3832954	-	2	STM14_4377, STM14_4378
3832815	3833950	+	2	STM14_4379, STM14_4380
3837806	3841055	-	2	lpfC, lpfB
3843043	3844042	+	2	tag, yiaC
3851427	3852324	-	3	STM14_4401, STM14_4402, STM14_4403
3853461	3856451	-	2	glyS, glyQ
3856590	3857019	-	2	STM14_4409, STM14_4410
3863890	3866249	+	2	STM14_4419, malS
3869330	3871760	+	3	yiaK, yiaL, STM14_4427
3871899	3878351	+	7	yiaM, yiaN, yiaO, lyxK, sgbH, sgbU, sgbE
3879591	3881694	+	2	STM14_4436, STM14_4437
3884537	3887775	-	2	selB, selA
3891080	3892830	+	2	mtlD, mtlR
3893340	3893932	+	2	yibL, STM14_4448
3899604	3903219	+	3	lldP, lldR, lldD
3904878	3906343	+	2	STM14_4456, STM14_4457
3908709	3910195	-	2	gpsA, secB
3911256	3915059	+	3	pmgI, yibP, yigQ
3916574	3918805	-	2	tdh, kbl
3919008	3923196	+	4	rfaD, rfaF, rfaC, rfaL
3925458	3929305	-	4	rfaY, rfaJ, rfaI, rfaB
3929375	3932585	-	4	yibR, rfaP, rfaG, rfaQ
3933030	3934795	+	2	kdtA, coaD
3935730	3936154	-	2	rpmG, rpmB
3937213	3938869	+	2	dfp, dut
3941019	3942076	+	2	STM14_4497, yicC
3943102	3944110	+	2	STM14_4500, STM14_4501
3947468	3952654	+	4	rpoZ, spoT, spoU, recG
3952657	3954716	-	2	STM14_4510, gltS
3958268	3961980	-	2	yicI, yicJ
3963701	3965238	+	2	sugR, STM14_4523
3971415	3972678	-	2	fidL, marT
3981506	3984955	-	4	STM14_4543, STM14_4544, STM14_4545, STM14_4546
3985101	3986022	-	2	STM14_4547, STM14_4548
3986241	3989164	-	2	STM14_4550, STM14_4551
3989236	3991017	+	3	STM14_4552, STM14_4553, STM14_4554
3992486	3993152	+	2	STM14_4556, STM14_4557
3993243	3994382	-	2	STM14_4558, gatY_2
3994445	3997280	-	2	STM14_4560, STM14_4561
3997356	3998874	-	3	STM14_4562, STM14_4563, STM14_4564
3999123	3999679	-	2	STM14_4565, yicN
3999764	4001263	-	2	STM14_4567, uhpT
4001406	4004836	-	3	uhpC, uhpB, uhpA
4004911	4008203	-	3	STM14_4572, STM14_4573, STM14_4574
4009315	4011297	-	2	ilvN, ilvB
4015641	4016697	-	2	dsdC, STM14_4589
4016790	4019467	+	2	dsdX, dsdA
4019549	4020775	-	3	yidF, yidG, yidH
4024130	4024663	+	2	STM14_4601, yidQ
4026013	4030957	-	6	ccmH_2, ccmG_2, ccmF_2, ccmE_2, ccmD_2, ccmC_2
4031009	4033688	-	3	ccmB_2, ccmA_2, STM14_4612
4033878	4038229	-	3	torD, torA, torC
4046073	4047637	-	2	dgoK, dgoR
4049049	4051518	+	2	STM14_4625, STM14_4626
4052548	4056064	-	2	gyrB, recF
4056212	4058717	-	2	dnaN, dnaA
4059378	4061764	+	4	rpmH, rnpA, STM14_4636, yidC
4065071	4066968	+	2	STM14_4640, STM14_4641
4067770	4069885	+	2	yidY, yidZ
4070043	4071382	+	2	yieE, yieF
4073693	4075206	-	2	phoU, pstB
4075293	4077142	-	2	pstA, pstC
4087364	4090076	-	3	atpC, atpD, atpG
4090127	4092699	-	3	atpA, atpH, atpF
4093045	4094249	-	2	atpB, atpI
4099998	4103047	-	2	yieM, yieN
4105352	4109170	+	4	rbsD, rbsA, rbsC, rbsB
4109304	4111235	+	2	rbsK, rbsR
4111201	4113344	-	2	yieO, yieP
4122664	4125517	+	3	ilvG, ilvM, ilvE
4125678	4129075	+	2	ilvD, ilvA
4129359	4130014	+	2	STM14_4703, STM14_4704
4132921	4135478	+	3	STM14_4708, STM14_4709, rep
4140764	4142925	+	2	rfe, wzzE
4142981	4152904	+	10	wecB, wecC, rffG, rffH, wecD, wecE, wzxE, STM14_4725, wecF, wecG
4155613	4159696	-	4	hemY, hemX, hemD, hemC
4160058	4163065	+	3	cyaA, STM14_4740, STM14_4741
4163251	4164167	+	2	STM14_4742, STM14_4743
4165713	4169096	+	5	yifL, dapF, yigA, xerC, yigB
4172865	4174638	-	3	yigF, yigG, rarD
4179455	4181383	+	2	pldB, yigL
4185906	4187404	+	2	STM14_4771, STM14_4772
4190982	4193989	+	3	ubiE, yigP, ubiB
4194195	4196607	+	4	tatA, tatB, tatC, yigW
4201828	4205316	-	2	fadA, fadB
4205380	4209372	+	4	pepQ, yigZ, trkH, hemG
4215268	4216364	-	2	mobB, mobA
4216780	4218406	+	2	yihE, dsbA
4226441	4229039	-	3	glnG, glnL, STM14_4819
4229183	4230990	-	2	glnA, STM14_4821
4232846	4238437	-	6	STM14_4823, STM14_4824, STM14_4825, STM14_4826, STM14_4827, STM14_4828
4244329	4248351	-	5	yihR, yihS, yihT, yihU, STM14_4837
4248403	4250142	+	2	yihV, yihW
4250333	4253218	+	4	yihX, rbn, yihZ, yiiD
4253233	4253987	-	2	STM14_4844, STM14_4845
4255220	4255822	+	2	STM14_4847, STM14_4848
4255869	4261392	-	4	fdhE, fdoI, fdoH, fdoG
4263947	4265130	+	2	yiiG, STM14_4858
4265360	4266342	-	2	STM14_4859, STM14_4860
4267080	4268539	-	2	yiiL, STM14_4863
4269636	4272361	-	2	rhaA, rhaB
4275986	4276819	+	2	STM14_4873, STM14_4874
4276977	4279794	-	3	STM14_4875, STM14_4876, STM14_4877
4280813	4281909	+	2	yiiM, STM14_4880
4281960	4284028	-	2	cpxA, cpxR
4289188	4292542	+	3	STM14_4889, STM14_4890, STM14_4891
4293425	4293736	+	2	STM14_4893, STM14_4894
4293826	4295782	-	2	STM14_4895, ydeV
4297086	4302611	+	5	ego, ydeY, ydeZ, yneA, yneB
4302691	4303758	+	2	yneC, STM14_4905
4305795	4306708	-	2	STM14_4909, fpr
4306805	4310301	-	3	glpX, glpK, glpF
4310547	4310939	+	2	STM14_4914, yiiU
4311024	4311646	-	2	STM14_4916, menG
4312735	4314606	-	2	hslU, hslV
4315766	4319144	-	2	cytR, priA
4323157	4326893	+	2	metB, metL
4327009	4328867	-	2	STM14_4930, STM14_4931
4336288	4340577	-	3	gldA_2, talC, ptsA
4340886	4342300	+	2	frwC, frwB
4342399	4345895	+	3	pflD, pflC, frwD
4346732	4346900	+	2	STM14_4950, STM14_4951
4353098	4354886	+	2	argC, argB
4357565	4359162	-	2	udhA, STM14_4961
4359164	4360174	+	2	yijC, yijD
4361695	4364335	+	2	btuB, murI
4370253	4372240	+	2	murB, birA
4374184	4375510	+	2	tuf_2, STM14_4983
4375598	4376528	+	2	secE, nusG
4376686	4377822	+	2	rplK, rplA
4388188	4388623	-	2	STM14_4993, STM14_4994
4388931	4390140	+	2	STM14_4996, STM14_4997
4390603	4395967	-	6	thiH, thiG, STM14_5002, thiF, thiE, thiC
4397726	4399471	+	2	hemE, nfi
4400290	4401266	+	2	hupA, yjaH
4401933	4404745	+	2	hydH, hydG
4404742	4407632	-	2	purD, purH
4415578	4420368	+	4	aceB, aceA, STM14_5031, aceK
4420332	4421574	-	2	STM14_5033, iclR
4428296	4428971	+	2	STM14_5038, STM14_5039
4432921	4437821	-	6	STM14_5047, STM14_5048, STM14_5049, STM14_5050, STM14_5051, STM14_5052
4437985	4440820	-	3	STM14_5054, STM14_5055, STM14_5056
4441014	4446427	-	6	STM14_5057, STM14_5058, STM14_5059, STM14_5060, STM14_5061, STM14_5062
4446981	4449571	-	4	STM14_5065, STM14_5066, STM14_5067, STM14_5068
4449731	4450953	-	3	STM14_5069, STM14_5070, STM14_5071
4451435	4451876	+	2	STM14_5072, STM14_5073
4455796	4459570	+	4	yjbE, yjbF, yjbG, yjbH
4460289	4462857	-	3	malG, malF, STM14_5083
4465620	4468059	+	3	lamB, STM14_5088, malM
4468240	4469623	+	2	ubiC, ubiA
4473577	4475243	+	3	dinF, STM14_5096, yjbJ
4477502	4478910	+	3	yjbN, STM14_5101, pspG
4480133	4482659	+	2	dnaB, alr
4485067	4485842	+	2	yjbQ, yjbR
4485843	4486623	-	2	STM14_5110, STM14_5111
4491399	4514801	+	6	STM14_5117, STM14_5118, STM14_5119, STM14_5120, STM14_5121, STM14_5122
4519322	4519611	-	2	STM14_5131, STM14_5132
4523814	4525011	+	2	STM14_5137, STM14_5138
4525050	4527085	-	2	actP, yjcH
4531194	4536213	+	5	nrfB, nrfC, nrfD, nrfE, nrfG
4536377	4538022	+	3	STM14_5150, gltP, STM14_5152
4538026	4541039	-	3	yjcO, STM14_5154, fdhF
4546181	4549569	-	3	basS, basR, yjdB
4562719	4565066	-	2	dcuR, dcuS
4565422	4569926	+	4	STM14_5178, STM14_5179, STM14_5180, STM14_5181
4572913	4574587	-	4	STM14_5185, STM14_5186, STM14_5187, STM14_5188
4575390	4576171	+	2	STM14_5191, STM14_5192
4579601	4582239	-	3	yjdC, dipZ, cutA
4583776	4585367	-	2	aspA, STM14_5203
4591232	4592400	-	2	STM14_5212, yjeK
4592441	4593202	+	2	efp, ecnA
4595310	4598603	-	4	frdD, frdC, frdB, frdA
4602064	4606377	-	2	yjeP, psd
4611198	4617323	+	5	yjeF, yjeE, amiB, mutL, miaA
4619281	4621547	+	2	hflK, hflC
4621626	4623224	+	3	yjeT, STM14_5247, purA
4623431	4626332	+	2	yjeB, vacB
4627286	4632359	+	7	yjfI, yjfJ, STM14_5254, yjfK, yjfL, yjfM, yjfC
4638063	4642469	+	6	ulaA_3, sgaB, ptxA, ulaD, sgaU, sgaE
4642598	4642994	-	2	yjfY, STM14_5272
4642921	4643273	+	2	STM14_5273, STM14_5274
4643344	4644292	+	3	rpsF, priB, rpsR
4652390	4654567	-	2	cpdB, STM14_5288
4655331	4656081	-	2	ytfJ, STM14_5291
4658883	4664739	+	3	ytfM, ytfN, ytfP
4664793	4667161	-	2	STM14_5299, STM14_5300
4668328	4669508	-	2	fbp, STM14_5303
4675936	4678593	-	3	STM14_5311, STM14_5312, STM14_5313
4678716	4679654	+	2	STM14_5314, STM14_5315
4679815	4681749	+	2	STM14_5316, STM14_5317
4681846	4684023	+	2	srfJ, STM14_5319
4689572	4690744	+	2	STM14_5323, STM14_5324
4696774	4699242	+	5	STM14_5331, STM14_5332, STM14_5333, STM14_5334, STM14_5335
4699301	4704203	+	4	STM14_5336, STM14_5337, STM14_5338, STM14_5339
4704281	4704797	+	2	STM14_5340, STM14_5341
4716329	4717875	-	3	pyrI, pyrB, pyrL
4717965	4718566	-	2	STM14_5355, STM14_5356
4720099	4723378	-	4	STM14_5358, STM14_5359, STM14_5360, STM14_5361
4725750	4726990	+	2	yjgD, miaE
4729846	4733144	-	2	valS, holC
4735187	4737369	+	2	yjgP, yjgQ
4740007	4741827	-	2	idnO, idnD
4749510	4759772	-	5	STM14_5388, STM14_5389, STM14_5390, STM14_5391, STM14_5392
4759818	4764672	-	3	STM14_5393, STM14_5394, STM14_5395
4766774	4768667	-	2	yjhP, STM14_5401
4771287	4772314	+	2	STM14_5405, STM14_5406
4773638	4774658	+	2	STM14_5410, uxuR
4776390	4777076	+	2	STM14_5414, STM14_5415
4778926	4781453	-	3	iadA, yjiG, yjiH
4782113	4783325	-	2	yjiJ, STM14_5423
4790281	4793434	-	3	STM14_5435, hsdS, hsdM
4798305	4799058	+	3	STM14_5440, STM14_5441, STM14_5442
4799133	4800303	-	2	yjiA, yjiX
4807767	4812535	+	7	STM14_5449, STM14_5450, STM14_5451, STM14_5452, STM14_5453, STM14_5454, STM14_5455
4815625	4816904	-	2	dnaC, dnaT
4816997	4818372	-	2	STM14_5460, yjjP
4818950	4820310	+	2	yjjQ, bglJ
4824998	4826629	+	4	STM14_5474, holD, rimI, yjjG
4829743	4831586	+	2	yjjU, yjjV
4831619	4834004	-	2	yjjW, yjjI
4834246	4836489	+	2	deoC, deoA
4838731	4842429	-	3	STM14_5491, stjB, stjC
4844246	4845940	-	2	lplA, smp
4856580	4859179	+	3	creA, creB, creC
4861770	4864882	-	2	sthD, sthB
